NACE,EuralCode,AG
3812,160215,E
3812,200121,E
3812,160104,E
3812,200134,E
3812,160601,E
3812,160602,E
3812,160603,E
3812,200133,E
3812,020109,E
3812,080201,E
3812,080307,E
3812,080308,E
3812,020703,E
3812,040109,E
3812,180109,E
3812,180208,E
3812,160505,E
3812,180107,E
3812,180206,E
3812,160509,E
3812,020108,E
3812,070514,E
3812,070513,E
3812,040217,E
3812,080112,E
3812,080114,E
3812,080116,E
3812,080118,E
3812,080120,E
3812,080313,E
3812,080315,E
3812,080318,E
3812,080410,E
3812,080412,E
3812,080414,E
3812,080416,E
3812,040216,E
3812,080111,E
3812,080113,E
3812,080115,E
3812,080117,E
3812,080119,E
3812,080312,E
3812,080314,E
3812,080317,E
3812,080409,E
3812,080411,E
3812,080413,E
3812,080415,E
3812,030299,E
3812,040215,E
3812,070215,E
3812,070217,E
3812,030201,E
3812,030202,E
3812,030203,E
3812,030204,E
3812,030205,E
3812,040214,E
3812,050701,E
3812,060802,E
3812,070214,E
3812,070216,E
3812,070413,E
3812,080121,E
3812,080501,E
3812,200119,E
3812,200132,E
3812,180108,E
3812,180207,E
3812,200131,E
3812,200128,E
3812,200127,E
3812,100916,E
3812,160115,E
3812,200130,E
3812,100913,E
3812,100915,E
3812,110116,E
3812,110198,E
3812,160113,E
3812,160114,E
3812,160504,E
3812,160903,E
3812,160904,E
3812,180106,E
3812,180205,E
3812,200117,E
3812,200129,E
3812,160402,E
3812,160403,E
3812,160401,E
3812,160506,E
3812,160507,E
3812,160508,E
3812,150110,E
3812,061301,E
3812,061002,E
3812,101014,E
3812,101016,E
3812,101013,E
3812,101015,E
3821,190305,E
3821,190307,E
3821,190401,E
3821,190304,E
3821,190306,E
3822,190305,E
3822,190307,E
3822,190401,E
3822,190304,E
3822,190306,E
3831,160106,E
3831,160604,E
3831,160605,E
3831,090110,E
3831,090112,E
3831,090111,E
3831,160211,E
3831,200123,E
3831,160214,E
3831,200136,E
3831,160213,E
3831,200135,E
3831,160112,E
3831,160116,E
3831,160122,E
3831,160216,E
3831,160107,E
3831,160108,E
3831,160110,E
3831,160121,E
3831,160215,E
3831,200121,E
3831,160104,E
3831,200134,E
3831,160601,E
3831,160602,E
3831,160603,E
3831,200133,E
3831,020109,E
3831,080201,E
3831,080307,E
3831,080308,E
3831,020703,E
3831,040109,E
3831,180109,E
3831,180208,E
3831,160505,E
3831,180107,E
3831,180206,E
3831,160509,E
3831,020108,E
3831,070514,E
3831,070513,E
3831,040217,E
3831,080112,E
3831,080114,E
3831,080116,E
3831,080118,E
3831,080120,E
3831,080313,E
3831,080315,E
3831,080318,E
3831,080410,E
3831,080412,E
3831,080414,E
3831,080416,E
3831,040216,E
3831,080111,E
3831,080113,E
3831,080115,E
3831,080117,E
3831,080119,E
3831,080312,E
3831,080314,E
3831,080317,E
3831,080409,E
3831,080411,E
3831,080413,E
3831,080415,E
3831,030299,E
3831,040215,E
3831,070215,E
3831,070217,E
3831,030201,E
3831,030202,E
3831,030203,E
3831,030204,E
3831,030205,E
3831,040214,E
3831,050701,E
3831,060802,E
3831,070214,E
3831,070216,E
3831,070413,E
3831,080121,E
3831,080501,E
3831,200119,E
3831,200132,E
3831,180108,E
3831,180207,E
3831,200131,E
3831,200128,E
3831,200127,E
3831,100916,E
3831,160115,E
3831,200130,E
3831,100913,E
3831,100915,E
3831,110116,E
3831,110198,E
3831,160113,E
3831,160114,E
3831,160504,E
3831,160903,E
3831,160904,E
3831,180106,E
3831,180205,E
3831,200117,E
3831,200129,E
3831,160402,E
3831,160403,E
3831,160401,E
3831,160506,E
3831,160507,E
3831,160508,E
3831,150110,E
3831,061301,E
3831,061002,E
3831,101014,E
3831,101016,E
3831,101013,E
3831,101015,E
3831,190305,E
3831,190307,E
3831,190401,E
3831,190304,E
3831,190306,E
3832,160106,E
3832,160604,E
3832,160605,E
3832,090110,E
3832,090112,E
3832,090111,E
3832,160211,E
3832,200123,E
3832,160214,E
3832,200136,E
3832,160213,E
3832,200135,E
3832,160112,E
3832,160116,E
3832,160122,E
3832,160216,E
3832,160107,E
3832,160108,E
3832,160110,E
3832,160121,E
3832,160215,E
3832,200121,E
3832,160104,E
3832,200134,E
3832,160601,E
3832,160602,E
3832,160603,E
3832,200133,E
3832,020109,E
3832,080201,E
3832,080307,E
3832,080308,E
3832,020703,E
3832,040109,E
3832,180109,E
3832,180208,E
3832,160505,E
3832,180107,E
3832,180206,E
3832,160509,E
3832,020108,E
3832,070514,E
3832,070513,E
3832,040217,E
3832,080112,E
3832,080114,E
3832,080116,E
3832,080118,E
3832,080120,E
3832,080313,E
3832,080315,E
3832,080318,E
3832,080410,E
3832,080412,E
3832,080414,E
3832,080416,E
3832,040216,E
3832,080111,E
3832,080113,E
3832,080115,E
3832,080117,E
3832,080119,E
3832,080312,E
3832,080314,E
3832,080317,E
3832,080409,E
3832,080411,E
3832,080413,E
3832,080415,E
3832,030299,E
3832,040215,E
3832,070215,E
3832,070217,E
3832,030201,E
3832,030202,E
3832,030203,E
3832,030204,E
3832,030205,E
3832,040214,E
3832,050701,E
3832,060802,E
3832,070214,E
3832,070216,E
3832,070413,E
3832,080121,E
3832,080501,E
3832,200119,E
3832,200132,E
3832,180108,E
3832,180207,E
3832,200131,E
3832,200128,E
3832,200127,E
3832,100916,E
3832,160115,E
3832,200130,E
3832,100913,E
3832,100915,E
3832,110116,E
3832,110198,E
3832,160113,E
3832,160114,E
3832,160504,E
3832,160903,E
3832,160904,E
3832,180106,E
3832,180205,E
3832,200117,E
3832,200129,E
3832,160402,E
3832,160403,E
3832,160401,E
3832,160506,E
3832,160507,E
3832,160508,E
3832,150110,E
3832,061301,E
3832,061002,E
3832,101014,E
3832,101016,E
3832,101013,E
3832,101015,E
3832,190305,E
3832,190307,E
3832,190401,E
3832,190304,E
3832,190306,E
4311,020109,F
4311,080201,F
4311,080307,F
4311,080308,F
4311,020703,F
4311,040109,F
4311,180109,F
4311,180208,F
4311,160505,F
4311,180107,F
4311,180206,F
4311,160509,F
4311,020108,F
4311,070514,F
4311,070513,F
4311,040217,F
4311,080112,F
4311,080114,F
4311,080116,F
4311,080118,F
4311,080120,F
4311,080313,F
4311,080315,F
4311,080318,F
4311,080410,F
4311,080412,F
4311,080414,F
4311,080416,F
4311,040216,F
4311,080111,F
4311,080113,F
4311,080115,F
4311,080117,F
4311,080119,F
4311,080312,F
4311,080314,F
4311,080317,F
4311,080409,F
4311,080411,F
4311,080413,F
4311,080415,F
4311,030299,F
4311,040215,F
4311,070215,F
4311,070217,F
4311,030201,F
4311,030202,F
4311,030203,F
4311,030204,F
4311,030205,F
4311,040214,F
4311,050701,F
4311,060802,F
4311,070214,F
4311,070216,F
4311,070413,F
4311,080121,F
4311,080501,F
4311,200119,F
4311,200132,F
4311,180108,F
4311,180207,F
4311,200131,F
4311,200128,F
4311,200127,F
4311,100916,F
4311,160115,F
4311,200130,F
4311,100913,F
4311,100915,F
4311,110116,F
4311,110198,F
4311,160113,F
4311,160114,F
4311,160504,F
4311,160903,F
4311,160904,F
4311,180106,F
4311,180205,F
4311,200117,F
4311,200129,F
4311,160402,F
4311,160403,F
4311,160401,F
4311,160506,F
4311,160507,F
4311,160508,F
4311,150110,F
4311,061301,F
4311,061002,F
4311,101014,F
4311,101016,F
4311,101013,F
4311,101015,F
4312,020109,F
4312,080201,F
4312,080307,F
4312,080308,F
4312,020703,F
4312,040109,F
4312,180109,F
4312,180208,F
4312,160505,F
4312,180107,F
4312,180206,F
4312,160509,F
4312,020108,F
4312,070514,F
4312,070513,F
4312,040217,F
4312,080112,F
4312,080114,F
4312,080116,F
4312,080118,F
4312,080120,F
4312,080313,F
4312,080315,F
4312,080318,F
4312,080410,F
4312,080412,F
4312,080414,F
4312,080416,F
4312,040216,F
4312,080111,F
4312,080113,F
4312,080115,F
4312,080117,F
4312,080119,F
4312,080312,F
4312,080314,F
4312,080317,F
4312,080409,F
4312,080411,F
4312,080413,F
4312,080415,F
4312,030299,F
4312,040215,F
4312,070215,F
4312,070217,F
4312,030201,F
4312,030202,F
4312,030203,F
4312,030204,F
4312,030205,F
4312,040214,F
4312,050701,F
4312,060802,F
4312,070214,F
4312,070216,F
4312,070413,F
4312,080121,F
4312,080501,F
4312,200119,F
4312,200132,F
4312,180108,F
4312,180207,F
4312,200131,F
4312,200128,F
4312,200127,F
4312,100916,F
4312,160115,F
4312,200130,F
4312,100913,F
4312,100915,F
4312,110116,F
4312,110198,F
4312,160113,F
4312,160114,F
4312,160504,F
4312,160903,F
4312,160904,F
4312,180106,F
4312,180205,F
4312,200117,F
4312,200129,F
4312,160402,F
4312,160403,F
4312,160401,F
4312,160506,F
4312,160507,F
4312,160508,F
4312,150110,F
4312,061301,F
4312,061002,F
4312,101014,F
4312,101016,F
4312,101013,F
4312,101015,F
4313,020109,F
4313,080201,F
4313,080307,F
4313,080308,F
4313,020703,F
4313,040109,F
4313,180109,F
4313,180208,F
4313,160505,F
4313,180107,F
4313,180206,F
4313,160509,F
4313,020108,F
4313,070514,F
4313,070513,F
4313,040217,F
4313,080112,F
4313,080114,F
4313,080116,F
4313,080118,F
4313,080120,F
4313,080313,F
4313,080315,F
4313,080318,F
4313,080410,F
4313,080412,F
4313,080414,F
4313,080416,F
4313,040216,F
4313,080111,F
4313,080113,F
4313,080115,F
4313,080117,F
4313,080119,F
4313,080312,F
4313,080314,F
4313,080317,F
4313,080409,F
4313,080411,F
4313,080413,F
4313,080415,F
4313,030299,F
4313,040215,F
4313,070215,F
4313,070217,F
4313,030201,F
4313,030202,F
4313,030203,F
4313,030204,F
4313,030205,F
4313,040214,F
4313,050701,F
4313,060802,F
4313,070214,F
4313,070216,F
4313,070413,F
4313,080121,F
4313,080501,F
4313,200119,F
4313,200132,F
4313,180108,F
4313,180207,F
4313,200131,F
4313,200128,F
4313,200127,F
4313,100916,F
4313,160115,F
4313,200130,F
4313,100913,F
4313,100915,F
4313,110116,F
4313,110198,F
4313,160113,F
4313,160114,F
4313,160504,F
4313,160903,F
4313,160904,F
4313,180106,F
4313,180205,F
4313,200117,F
4313,200129,F
4313,160402,F
4313,160403,F
4313,160401,F
4313,160506,F
4313,160507,F
4313,160508,F
4313,150110,F
4313,061301,F
4313,061002,F
4313,101014,F
4313,101016,F
4313,101013,F
4313,101015,F
4540,160106,G
4540,160604,G
4540,160605,G
4540,090110,G
4540,090112,G
4540,090111,G
4540,160211,G
4540,200123,G
4540,160214,G
4540,200136,G
4540,160213,G
4540,200135,G
4540,160112,G
4540,160116,G
4540,160122,G
4540,160216,G
4540,160107,G
4540,160108,G
4540,160110,G
4540,160121,G
4540,160215,G
4540,200121,G
4540,160104,G
4540,200134,G
4540,160601,G
4540,160602,G
4540,160603,G
4540,200133,G
0510,020109,B
0510,080201,B
0510,080307,B
0510,080308,B
0510,020703,B
0510,040109,B
0510,180109,B
0510,180208,B
0510,160505,B
0510,180107,B
0510,180206,B
0510,160509,B
0510,020108,B
0510,070514,B
0510,070513,B
0510,040217,B
0510,080112,B
0510,080114,B
0510,080116,B
0510,080118,B
0510,080120,B
0510,080313,B
0510,080315,B
0510,080318,B
0510,080410,B
0510,080412,B
0510,080414,B
0510,080416,B
0510,040216,B
0510,080111,B
0510,080113,B
0510,080115,B
0510,080117,B
0510,080119,B
0510,080312,B
0510,080314,B
0510,080317,B
0510,080409,B
0510,080411,B
0510,080413,B
0510,080415,B
0510,030299,B
0510,040215,B
0510,070215,B
0510,070217,B
0510,030201,B
0510,030202,B
0510,030203,B
0510,030204,B
0510,030205,B
0510,040214,B
0510,050701,B
0510,060802,B
0510,070214,B
0510,070216,B
0510,070413,B
0510,080121,B
0510,080501,B
0510,200119,B
0510,200132,B
0510,180108,B
0510,180207,B
0510,200131,B
0510,200128,B
0510,200127,B
0510,100916,B
0510,160115,B
0510,200130,B
0510,100913,B
0510,100915,B
0510,110116,B
0510,110198,B
0510,160113,B
0510,160114,B
0510,160504,B
0510,160903,B
0510,160904,B
0510,180106,B
0510,180205,B
0510,200117,B
0510,200129,B
0510,160402,B
0510,160403,B
0510,160401,B
0510,160506,B
0510,160507,B
0510,160508,B
0510,150110,B
0510,061301,B
0510,061002,B
0510,101014,B
0510,101016,B
0510,101013,B
0510,101015,B
1071,020204,C
1071,020305,C
1071,020403,C
1071,020502,C
1071,020603,C
1071,020705,C
1071,190805,C
1071,190902,C
1071,200304,C
1071,200306,C
1071,030311,C
1071,050113,C
1072,020204,C
1072,020305,C
1072,020403,C
1072,020502,C
1072,020603,C
1072,020705,C
1072,190805,C
1072,190902,C
1072,200304,C
1072,200306,C
1072,030311,C
1072,050113,C
1073,020204,C
1073,020305,C
1073,020403,C
1073,020502,C
1073,020603,C
1073,020705,C
1073,190805,C
1073,190902,C
1073,200304,C
1073,200306,C
1073,030311,C
1073,050113,C
1081,020204,C
1081,020305,C
1081,020403,C
1081,020502,C
1081,020603,C
1081,020705,C
1081,190805,C
1081,190902,C
1081,200304,C
1081,200306,C
1081,030311,C
1081,050113,C
1082,020204,C
1082,020305,C
1082,020403,C
1082,020502,C
1082,020603,C
1082,020705,C
1082,190805,C
1082,190902,C
1082,200304,C
1082,200306,C
1082,030311,C
1082,050113,C
1083,020204,C
1083,020305,C
1083,020403,C
1083,020502,C
1083,020603,C
1083,020705,C
1083,190805,C
1083,190902,C
1083,200304,C
1083,200306,C
1083,030311,C
1083,050113,C
1084,020204,C
1084,020305,C
1084,020403,C
1084,020502,C
1084,020603,C
1084,020705,C
1084,190805,C
1084,190902,C
1084,200304,C
1084,200306,C
1084,030311,C
1084,050113,C
1085,020204,C
1085,020305,C
1085,020403,C
1085,020502,C
1085,020603,C
1085,020705,C
1085,190805,C
1085,190902,C
1085,200304,C
1085,200306,C
1085,030311,C
1085,050113,C
1086,020204,C
1086,020305,C
1086,020403,C
1086,020502,C
1086,020603,C
1086,020705,C
1086,190805,C
1086,190902,C
1086,200304,C
1086,200306,C
1086,030311,C
1086,050113,C
1089,020204,C
1089,020305,C
1089,020403,C
1089,020502,C
1089,020603,C
1089,020705,C
1089,190805,C
1089,190902,C
1089,200304,C
1089,200306,C
1089,030311,C
1089,050113,C
1310,020109,C
1310,080201,C
1310,080307,C
1310,080308,C
1310,020703,C
1310,040109,C
1310,180109,C
1310,180208,C
1310,160505,C
1310,180107,C
1310,180206,C
1310,160509,C
1310,020108,C
1310,070514,C
1310,070513,C
1310,040217,C
1310,080112,C
1310,080114,C
1310,080116,C
1310,080118,C
1310,080120,C
1310,080313,C
1310,080315,C
1310,080318,C
1310,080410,C
1310,080412,C
1310,080414,C
1310,080416,C
1310,040216,C
1310,080111,C
1310,080113,C
1310,080115,C
1310,080117,C
1310,080119,C
1310,080312,C
1310,080314,C
1310,080317,C
1310,080409,C
1310,080411,C
1310,080413,C
1310,080415,C
1310,030299,C
1310,040215,C
1310,070215,C
1310,070217,C
1310,030201,C
1310,030202,C
1310,030203,C
1310,030204,C
1310,030205,C
1310,040214,C
1310,050701,C
1310,060802,C
1310,070214,C
1310,070216,C
1310,070413,C
1310,080121,C
1310,080501,C
1310,200119,C
1310,200132,C
1310,180108,C
1310,180207,C
1310,200131,C
1310,200128,C
1310,200127,C
1310,100916,C
1310,160115,C
1310,200130,C
1310,100913,C
1310,100915,C
1310,110116,C
1310,110198,C
1310,160113,C
1310,160114,C
1310,160504,C
1310,160903,C
1310,160904,C
1310,180106,C
1310,180205,C
1310,200117,C
1310,200129,C
1310,160402,C
1310,160403,C
1310,160401,C
1310,160506,C
1310,160507,C
1310,160508,C
1310,150110,C
1310,061301,C
1310,061002,C
1310,101014,C
1310,101016,C
1310,101013,C
1310,101015,C
1320,020109,C
1320,080201,C
1320,080307,C
1320,080308,C
1320,020703,C
1320,040109,C
1320,180109,C
1320,180208,C
1320,160505,C
1320,180107,C
1320,180206,C
1320,160509,C
1320,020108,C
1320,070514,C
1320,070513,C
1320,040217,C
1320,080112,C
1320,080114,C
1320,080116,C
1320,080118,C
1320,080120,C
1320,080313,C
1320,080315,C
1320,080318,C
1320,080410,C
1320,080412,C
1320,080414,C
1320,080416,C
1320,040216,C
1320,080111,C
1320,080113,C
1320,080115,C
1320,080117,C
1320,080119,C
1320,080312,C
1320,080314,C
1320,080317,C
1320,080409,C
1320,080411,C
1320,080413,C
1320,080415,C
1320,030299,C
1320,040215,C
1320,070215,C
1320,070217,C
1320,030201,C
1320,030202,C
1320,030203,C
1320,030204,C
1320,030205,C
1320,040214,C
1320,050701,C
1320,060802,C
1320,070214,C
1320,070216,C
1320,070413,C
1320,080121,C
1320,080501,C
1320,200119,C
1320,200132,C
1320,180108,C
1320,180207,C
1320,200131,C
1320,200128,C
1320,200127,C
1320,100916,C
1320,160115,C
1320,200130,C
1320,100913,C
1320,100915,C
1320,110116,C
1320,110198,C
1320,160113,C
1320,160114,C
1320,160504,C
1320,160903,C
1320,160904,C
1320,180106,C
1320,180205,C
1320,200117,C
1320,200129,C
1320,160402,C
1320,160403,C
1320,160401,C
1320,160506,C
1320,160507,C
1320,160508,C
1320,150110,C
1320,061301,C
1320,061002,C
1320,101014,C
1320,101016,C
1320,101013,C
1320,101015,C
1330,020109,C
1330,080201,C
1330,080307,C
1330,080308,C
1330,020703,C
1330,040109,C
1330,180109,C
1330,180208,C
1330,160505,C
1330,180107,C
1330,180206,C
1330,160509,C
1330,020108,C
1330,070514,C
1330,070513,C
1330,040217,C
1330,080112,C
1330,080114,C
1330,080116,C
1330,080118,C
1330,080120,C
1330,080313,C
1330,080315,C
1330,080318,C
1330,080410,C
1330,080412,C
1330,080414,C
1330,080416,C
1330,040216,C
1330,080111,C
1330,080113,C
1330,080115,C
1330,080117,C
1330,080119,C
1330,080312,C
1330,080314,C
1330,080317,C
1330,080409,C
1330,080411,C
1330,080413,C
1330,080415,C
1330,030299,C
1330,040215,C
1330,070215,C
1330,070217,C
1330,030201,C
1330,030202,C
1330,030203,C
1330,030204,C
1330,030205,C
1330,040214,C
1330,050701,C
1330,060802,C
1330,070214,C
1330,070216,C
1330,070413,C
1330,080121,C
1330,080501,C
1330,200119,C
1330,200132,C
1330,180108,C
1330,180207,C
1330,200131,C
1330,200128,C
1330,200127,C
1330,100916,C
1330,160115,C
1330,200130,C
1330,100913,C
1330,100915,C
1330,110116,C
1330,110198,C
1330,160113,C
1330,160114,C
1330,160504,C
1330,160903,C
1330,160904,C
1330,180106,C
1330,180205,C
1330,200117,C
1330,200129,C
1330,160402,C
1330,160403,C
1330,160401,C
1330,160506,C
1330,160507,C
1330,160508,C
1330,150110,C
1330,061301,C
1330,061002,C
1330,101014,C
1330,101016,C
1330,101013,C
1330,101015,C
1511,020109,C
1511,080201,C
1511,080307,C
1511,080308,C
1511,020703,C
1511,040109,C
1511,180109,C
1511,180208,C
1511,160505,C
1511,180107,C
1511,180206,C
1511,160509,C
1511,020108,C
1511,070514,C
1511,070513,C
1511,040217,C
1511,080112,C
1511,080114,C
1511,080116,C
1511,080118,C
1511,080120,C
1511,080313,C
1511,080315,C
1511,080318,C
1511,080410,C
1511,080412,C
1511,080414,C
1511,080416,C
1511,040216,C
1511,080111,C
1511,080113,C
1511,080115,C
1511,080117,C
1511,080119,C
1511,080312,C
1511,080314,C
1511,080317,C
1511,080409,C
1511,080411,C
1511,080413,C
1511,080415,C
1511,030299,C
1511,040215,C
1511,070215,C
1511,070217,C
1511,030201,C
1511,030202,C
1511,030203,C
1511,030204,C
1511,030205,C
1511,040214,C
1511,050701,C
1511,060802,C
1511,070214,C
1511,070216,C
1511,070413,C
1511,080121,C
1511,080501,C
1511,200119,C
1511,200132,C
1511,180108,C
1511,180207,C
1511,200131,C
1511,200128,C
1511,200127,C
1511,100916,C
1511,160115,C
1511,200130,C
1511,100913,C
1511,100915,C
1511,110116,C
1511,110198,C
1511,160113,C
1511,160114,C
1511,160504,C
1511,160903,C
1511,160904,C
1511,180106,C
1511,180205,C
1511,200117,C
1511,200129,C
1511,160402,C
1511,160403,C
1511,160401,C
1511,160506,C
1511,160507,C
1511,160508,C
1511,150110,C
1511,061301,C
1511,061002,C
1511,101014,C
1511,101016,C
1511,101013,C
1511,101015,C
1610,020109,C
1610,080201,C
1610,080307,C
1610,080308,C
1610,020703,C
1610,040109,C
1610,180109,C
1610,180208,C
1610,160505,C
1610,180107,C
1610,180206,C
1610,160509,C
1610,020108,C
1610,070514,C
1610,070513,C
1610,040217,C
1610,080112,C
1610,080114,C
1610,080116,C
1610,080118,C
1610,080120,C
1610,080313,C
1610,080315,C
1610,080318,C
1610,080410,C
1610,080412,C
1610,080414,C
1610,080416,C
1610,040216,C
1610,080111,C
1610,080113,C
1610,080115,C
1610,080117,C
1610,080119,C
1610,080312,C
1610,080314,C
1610,080317,C
1610,080409,C
1610,080411,C
1610,080413,C
1610,080415,C
1610,030299,C
1610,040215,C
1610,070215,C
1610,070217,C
1610,030201,C
1610,030202,C
1610,030203,C
1610,030204,C
1610,030205,C
1610,040214,C
1610,050701,C
1610,060802,C
1610,070214,C
1610,070216,C
1610,070413,C
1610,080121,C
1610,080501,C
1610,200119,C
1610,200132,C
1610,180108,C
1610,180207,C
1610,200131,C
1610,200128,C
1610,200127,C
1610,100916,C
1610,160115,C
1610,200130,C
1610,100913,C
1610,100915,C
1610,110116,C
1610,110198,C
1610,160113,C
1610,160114,C
1610,160504,C
1610,160903,C
1610,160904,C
1610,180106,C
1610,180205,C
1610,200117,C
1610,200129,C
1610,160402,C
1610,160403,C
1610,160401,C
1610,160506,C
1610,160507,C
1610,160508,C
1610,150110,C
1610,061301,C
1610,061002,C
1610,101014,C
1610,101016,C
1610,101013,C
1610,101015,C
1623,020109,C
1623,080201,C
1623,080307,C
1623,080308,C
1623,020703,C
1623,040109,C
1623,180109,C
1623,180208,C
1623,160505,C
1623,180107,C
1623,180206,C
1623,160509,C
1623,020108,C
1623,070514,C
1623,070513,C
1623,040217,C
1623,080112,C
1623,080114,C
1623,080116,C
1623,080118,C
1623,080120,C
1623,080313,C
1623,080315,C
1623,080318,C
1623,080410,C
1623,080412,C
1623,080414,C
1623,080416,C
1623,040216,C
1623,080111,C
1623,080113,C
1623,080115,C
1623,080117,C
1623,080119,C
1623,080312,C
1623,080314,C
1623,080317,C
1623,080409,C
1623,080411,C
1623,080413,C
1623,080415,C
1623,030299,C
1623,040215,C
1623,070215,C
1623,070217,C
1623,030201,C
1623,030202,C
1623,030203,C
1623,030204,C
1623,030205,C
1623,040214,C
1623,050701,C
1623,060802,C
1623,070214,C
1623,070216,C
1623,070413,C
1623,080121,C
1623,080501,C
1623,200119,C
1623,200132,C
1623,180108,C
1623,180207,C
1623,200131,C
1623,200128,C
1623,200127,C
1623,100916,C
1623,160115,C
1623,200130,C
1623,100913,C
1623,100915,C
1623,110116,C
1623,110198,C
1623,160113,C
1623,160114,C
1623,160504,C
1623,160903,C
1623,160904,C
1623,180106,C
1623,180205,C
1623,200117,C
1623,200129,C
1623,160402,C
1623,160403,C
1623,160401,C
1623,160506,C
1623,160507,C
1623,160508,C
1623,150110,C
1623,061301,C
1623,061002,C
1623,101014,C
1623,101016,C
1623,101013,C
1623,101015,C
1711,020204,C
1711,020305,C
1711,020403,C
1711,020502,C
1711,020603,C
1711,020705,C
1711,190805,C
1711,190902,C
1711,200304,C
1711,200306,C
1711,030311,C
1711,050113,C
1712,020204,C
1712,020305,C
1712,020403,C
1712,020502,C
1712,020603,C
1712,020705,C
1712,190805,C
1712,190902,C
1712,200304,C
1712,200306,C
1712,030311,C
1712,050113,C
1910,020109,C
1910,080201,C
1910,080307,C
1910,080308,C
1910,020703,C
1910,040109,C
1910,180109,C
1910,180208,C
1910,160505,C
1910,180107,C
1910,180206,C
1910,160509,C
1910,020108,C
1910,070514,C
1910,070513,C
1910,040217,C
1910,080112,C
1910,080114,C
1910,080116,C
1910,080118,C
1910,080120,C
1910,080313,C
1910,080315,C
1910,080318,C
1910,080410,C
1910,080412,C
1910,080414,C
1910,080416,C
1910,040216,C
1910,080111,C
1910,080113,C
1910,080115,C
1910,080117,C
1910,080119,C
1910,080312,C
1910,080314,C
1910,080317,C
1910,080409,C
1910,080411,C
1910,080413,C
1910,080415,C
1910,030299,C
1910,040215,C
1910,070215,C
1910,070217,C
1910,030201,C
1910,030202,C
1910,030203,C
1910,030204,C
1910,030205,C
1910,040214,C
1910,050701,C
1910,060802,C
1910,070214,C
1910,070216,C
1910,070413,C
1910,080121,C
1910,080501,C
1910,200119,C
1910,200132,C
1910,180108,C
1910,180207,C
1910,200131,C
1910,200128,C
1910,200127,C
1910,100916,C
1910,160115,C
1910,200130,C
1910,100913,C
1910,100915,C
1910,110116,C
1910,110198,C
1910,160113,C
1910,160114,C
1910,160504,C
1910,160903,C
1910,160904,C
1910,180106,C
1910,180205,C
1910,200117,C
1910,200129,C
1910,160402,C
1910,160403,C
1910,160401,C
1910,160506,C
1910,160507,C
1910,160508,C
1910,150110,C
1910,061301,C
1910,061002,C
1910,101014,C
1910,101016,C
1910,101013,C
1910,101015,C
1920,020109,C
1920,080201,C
1920,080307,C
1920,080308,C
1920,020703,C
1920,040109,C
1920,180109,C
1920,180208,C
1920,160505,C
1920,180107,C
1920,180206,C
1920,160509,C
1920,020108,C
1920,070514,C
1920,070513,C
1920,040217,C
1920,080112,C
1920,080114,C
1920,080116,C
1920,080118,C
1920,080120,C
1920,080313,C
1920,080315,C
1920,080318,C
1920,080410,C
1920,080412,C
1920,080414,C
1920,080416,C
1920,040216,C
1920,080111,C
1920,080113,C
1920,080115,C
1920,080117,C
1920,080119,C
1920,080312,C
1920,080314,C
1920,080317,C
1920,080409,C
1920,080411,C
1920,080413,C
1920,080415,C
1920,030299,C
1920,040215,C
1920,070215,C
1920,070217,C
1920,030201,C
1920,030202,C
1920,030203,C
1920,030204,C
1920,030205,C
1920,040214,C
1920,050701,C
1920,060802,C
1920,070214,C
1920,070216,C
1920,070413,C
1920,080121,C
1920,080501,C
1920,200119,C
1920,200132,C
1920,180108,C
1920,180207,C
1920,200131,C
1920,200128,C
1920,200127,C
1920,100916,C
1920,160115,C
1920,200130,C
1920,100913,C
1920,100915,C
1920,110116,C
1920,110198,C
1920,160113,C
1920,160114,C
1920,160504,C
1920,160903,C
1920,160904,C
1920,180106,C
1920,180205,C
1920,200117,C
1920,200129,C
1920,160402,C
1920,160403,C
1920,160401,C
1920,160506,C
1920,160507,C
1920,160508,C
1920,150110,C
1920,061301,C
1920,061002,C
1920,101014,C
1920,101016,C
1920,101013,C
1920,101015,C
1920,190305,C
1920,190307,C
1920,190401,C
1920,190304,C
1920,190306,C
2016,020109,C
2016,080201,C
2016,080307,C
2016,080308,C
2016,020703,C
2016,040109,C
2016,180109,C
2016,180208,C
2016,160505,C
2016,180107,C
2016,180206,C
2016,160509,C
2016,020108,C
2016,070514,C
2016,070513,C
2016,040217,C
2016,080112,C
2016,080114,C
2016,080116,C
2016,080118,C
2016,080120,C
2016,080313,C
2016,080315,C
2016,080318,C
2016,080410,C
2016,080412,C
2016,080414,C
2016,080416,C
2016,040216,C
2016,080111,C
2016,080113,C
2016,080115,C
2016,080117,C
2016,080119,C
2016,080312,C
2016,080314,C
2016,080317,C
2016,080409,C
2016,080411,C
2016,080413,C
2016,080415,C
2016,030299,C
2016,040215,C
2016,070215,C
2016,070217,C
2016,030201,C
2016,030202,C
2016,030203,C
2016,030204,C
2016,030205,C
2016,040214,C
2016,050701,C
2016,060802,C
2016,070214,C
2016,070216,C
2016,070413,C
2016,080121,C
2016,080501,C
2016,200119,C
2016,200132,C
2016,180108,C
2016,180207,C
2016,200131,C
2016,200128,C
2016,200127,C
2016,100916,C
2016,160115,C
2016,200130,C
2016,100913,C
2016,100915,C
2016,110116,C
2016,110198,C
2016,160113,C
2016,160114,C
2016,160504,C
2016,160903,C
2016,160904,C
