id;geometry;waste amount;co2 amount
581;LINESTRING(5.530595477 52.548438219, 5.504229371 52.480179179);78003,442;145,5659805
582;LINESTRING(5.530595477 52.548438219, 5.517291175 52.545976925);182318,479;21,50017229
583;LINESTRING(5.504229371 52.480179179, 5.4888706 52.47374425, 5.424364986 52.434699229);400729,073;439,9508364
584;LINESTRING(5.504229371 52.480179179, 5.49541242 52.4858046);355787,64;40,45738083
585;LINESTRING(5.517291175 52.545976925, 5.488285037 52.547792175);88337,242;25,57477771
586;LINESTRING(5.517291175 52.545976925, 5.51886142 52.53075348, 5.5173992 52.5289656, 5.5101848 52.5286989, 5.509290825 52.525175037);71379,005;31,61116606
587;LINESTRING(5.49541242 52.4858046, 5.5099986 52.496770733);258507,741;48,79079091
588;LINESTRING(5.49541242 52.4858046, 5.479743825 52.495184095);97193,19;23,25804938
590;LINESTRING(5.424364986 52.434699229, 5.4196022 52.4321356, 5.3507427 52.4016249, 5.344586467 52.400058878);400798,546;394,8791611
591;LINESTRING(5.3369824 52.350056783, 5.3357982 52.3495684, 5.3166904 52.341028, 5.316174067 52.34080545, 5.3156498 52.340573, 5.3073864 52.3366379, 5.30693775 52.336404683, 5.3064977 52.3361522, 5.2944356 52.32912, 5.2941697 52.32887986);289,505;0,430729899
592;LINESTRING(5.3369824 52.350056783, 5.330527973 52.313476791);519742,118;343,4016177
593;LINESTRING(5.3369824 52.350056783, 5.305199167 52.3796814);496541,481;301,7335051
594;LINESTRING(5.51622505 52.49941308, 5.5099986 52.496770733);219846,689;13,63732858
595;LINESTRING(5.51622505 52.49941308, 5.5107268 52.4997226, 5.5106956 52.5104742, 5.50913126 52.51387325);28755,71;9,724778562
596;LINESTRING(5.5099986 52.496770733, 5.5103795 52.4997536, 5.5104273 52.5104647, 5.50913126 52.51387325);49360,093;12,7856985
597;LINESTRING(5.5099986 52.496770733, 5.479743825 52.495184095);10611,538;4,307692477
598;LINESTRING(5.50913126 52.51387325, 5.477791197 52.51212416);182,74;0,38243061
599;LINESTRING(5.50913126 52.51387325, 5.509290825 52.525175037);78008,457;14,39407135
600;LINESTRING(5.6450421 52.6870292, 5.6459113 52.7245495, 5.646012367 52.7246873);5605,205;2,68853984
602;LINESTRING(5.344586467 52.400058878, 5.321399322 52.407107078);53533,915;22,47221235
603;LINESTRING(5.344586467 52.400058878, 5.338668225 52.39639275);347301,899;26,63050577
604;LINESTRING(5.479743825 52.495184095, 5.477791197 52.51212416);75918,285;22,63870257
605;LINESTRING(5.479743825 52.495184095, 5.472518538 52.506718613);31521,473;7,785908051
607;LINESTRING(5.477791197 52.51212416, 5.492985825 52.5212541, 5.509290825 52.525175037);3963,319;2,177510421
608;LINESTRING(5.477791197 52.51212416, 5.475201907 52.522123413);96247,713;18,21514223
609;LINESTRING(5.477791197 52.51212416, 5.472518538 52.506718613);371,003;0,116392176
610;LINESTRING(5.475201907 52.522123413, 5.4765461 52.5297839, 5.4850781 52.5421448, 5.488285037 52.547792175);117777,973;45,45988048
611;LINESTRING(5.475201907 52.522123413, 5.447963981 52.519995612);68359,159;19,20439167
612;LINESTRING(5.472518538 52.506718613, 5.45225265 52.506562637);23093,829;6,467947921
613;LINESTRING(5.488285037 52.547792175, 5.4839954 52.549425, 5.4552197 52.5450365, 5.454904167 52.544633283, 5.4544301 52.5442469, 5.4448316 52.5288793, 5.44315716 52.52625896);49755,348;42,45029084
614;LINESTRING(5.447963981 52.519995612, 5.45225265 52.506562637);17316,453;5,143084818
615;LINESTRING(5.447963981 52.519995612, 5.43178242 52.50730982);58290,276;12,54790953
616;LINESTRING(5.447963981 52.519995612, 5.44315716 52.52625896);53978,311;8,814915148
617;LINESTRING(5.45225265 52.506562637, 5.43178242 52.50730982);1134,324;0,463213069
618;LINESTRING(5.43178242 52.50730982, 5.41732406 52.5014507, 5.412372 52.5001691, 5.4071005 52.4970615, 5.4033852 52.494937217, 5.3998621 52.4930332, 5.2309965 52.4229811, 5.230889556 52.422609);39286,787;83,86606326
619;LINESTRING(5.44315716 52.52625896, 5.4414953 52.5262353, 5.4233663 52.5284639, 5.4233786 52.5285534, 5.4233984 52.5286291, 5.4234446 52.5287405, 5.4235087 52.5288306, 5.4235578 52.5288845, 5.4236106 52.5289396, 5.423671 52.5289912, 5.4237389 52.5290412, 5.4238115 52.5290917, 5.4238936 52.5291341, 5.4239851 52.5291794, 5.4240784 52.5292162, 5.4241651 52.5292462, 5.4242595 52.5292736, 5.4243435 52.5292925, 5.4244215 52.5293066, 5.4245086 52.5293212, 5.4245694 52.5293292, 5.4246331 52.5293341, 5.4247302 52.5293378, 5.4248258 52.529339, 5.4251472 52.529336, 5.425298 52.5293344, 5.4254113 52.529333, 5.4255018 52.5293338, 5.425581 52.529335, 5.4256338 52.5293407, 5.4256753 52.529351, 5.4257182 52.5293679, 5.4257555 52.5293895, 5.4257873 52.5294199, 5.4258159 52.5294537, 5.4258675 52.5296368, 5.467484 52.5686613, 5.4562882 52.5931505, 5.3653726 52.6711543, 5.306041 52.6902362, 5.2849774 52.6913988);103369,539;539,3443219
620;LINESTRING(5.230889556 52.422609, 5.2314442 52.4224279, 5.2437693 52.4151125, 5.247433344 52.412899756, 5.261009484 52.400935584);59624,486;38,94098724
622;LINESTRING(5.321399322 52.407107078, 5.284611123 52.409247862);53533,915;32,06909294
623;LINESTRING(5.321399322 52.407107078, 5.295828529 52.400306);16,88;0,016298951
624;LINESTRING(5.338668225 52.39639275, 5.314923157 52.387788807);301659,33;77,33801622
625;LINESTRING(5.338668225 52.39639275, 5.282672225 52.36783885);45648,709;26,23634833
626;LINESTRING(5.6097245 52.367968956, 5.6052737 52.3664571, 5.5359664 52.3523799, 5.533314863 52.347928237, 5.5309145 52.3449867, 5.5286318 52.3437867, 5.5253105 52.345686167, 5.51399685 52.348229817, 5.502848295 52.34763745);25,36;0,079173941
628;LINESTRING(5.502848295 52.34763745, 5.5084108 52.3435672, 5.5150985 52.3284471, 5.516765217 52.324932767, 5.5175045 52.3233698, 5.5067272 52.2907615, 5.4623476 52.2813933, 5.4619825 52.281406086);112;0,221028534
629;LINESTRING(5.502848295 52.34763745, 5.432840864 52.322481182);50319,591;34,57685531
630;LINESTRING(5.432840864 52.322481182, 5.4248815 52.3213, 5.3513133 52.3088106, 5.347064071 52.309139729);53305,477;39,72014885
631;LINESTRING(5.432840864 52.322481182, 5.4351547 52.3194955, 5.4608094 52.2837273, 5.4619825 52.281406086);3046,97;1,599177774
633;LINESTRING(5.347064071 52.309139729, 5.330527973 52.313476791);53364,066;8,07420699
634;LINESTRING(5.330527973 52.313476791, 5.3231334 52.3084235, 5.2713147 52.2821933);680934,125;571,5560664
635;LINESTRING(5.330527973 52.313476791, 5.2941697 52.32887986);104399,26;48,9180753
636;LINESTRING(5.330527973 52.313476791, 5.3265358 52.3102987, 5.2832117 52.2896075);3585,87;1,638151105
637;LINESTRING(5.305199167 52.3796814, 5.314923157 52.387788807);301288,43;45,85144871
638;LINESTRING(5.305199167 52.3796814, 5.2895391 52.3749757);195474,271;42,25510635
639;LINESTRING(5.314923157 52.387788807, 5.3084781 52.3849523, 5.2924293 52.3769598, 5.2895391 52.3749757);622,659;0,558470997
640;LINESTRING(5.314923157 52.387788807, 5.3097214 52.391137, 5.3062622 52.3935411, 5.3058437 52.3937763, 5.295828529 52.400306);232,635;0,087030489
641;LINESTRING(5.2895391 52.3749757, 5.282672225 52.36783885);565,615;0,068338541
642;LINESTRING(5.2895391 52.3749757, 5.274725654 52.376118046);196322,384;36,3343526
643;LINESTRING(5.284611123 52.409247862, 5.2883659 52.4072019, 5.2901837 52.4056331, 5.295828529 52.400306);528,028;0,235368941
644;LINESTRING(5.284611123 52.409247862, 5.261009484 52.400935584);54077,945;24,02382724
646;LINESTRING(5.261009484 52.400935584, 5.2677689 52.3947829, 5.2681047 52.3943672, 5.274848712 52.390304535);117108,654;35,00955273
647;LINESTRING(5.261009484 52.400935584, 5.241676678 52.396392322);25896,353;9,876520717
648;LINESTRING(5.282672225 52.36783885, 5.25873679 52.35605265);45640,648;11,04388469
649;LINESTRING(5.2941697 52.32887986, 5.25873679 52.35605265);99352,029;60,25450301
650;LINESTRING(5.25873679 52.35605265, 5.251442443 52.367295871);35002,791;6,884704908
651;LINESTRING(5.25873679 52.35605265, 5.2536773 52.35431385, 5.23382048 52.35291734);81629,654;41,56094595
654;LINESTRING(5.251442443 52.367295871, 5.262429429 52.370510957, 5.2638603 52.3709291, 5.269913 52.3731257, 5.274725654 52.376118046);2764,034;1,143715894
655;LINESTRING(5.251442443 52.367295871, 5.23446782 52.37596223);32779,579;7,111333018
657;LINESTRING(5.172018294 52.344685467, 5.152682324 52.33434632);531,548;0,159274762
658;LINESTRING(5.172018294 52.344685467, 5.1738268 52.3523755, 5.16673061 52.36564137);225,28;0,122750884
659;LINESTRING(5.172018294 52.344685467, 5.1632312 52.3417987, 5.1600008 52.3401719);234,052;0,053041938
660;LINESTRING(5.172018294 52.344685467, 5.19152166 52.34825062);3710,912;1,486569845
661;LINESTRING(5.19152166 52.34825062, 5.1898837 52.3480339, 5.1951596 52.3512847, 5.1928877 52.359103164);460,09;0,143520256
662;LINESTRING(5.19152166 52.34825062, 5.206307954 52.352375777);11125,695;2,012732357
663;LINESTRING(5.274725654 52.376118046, 5.2529897 52.387307037);80711,806;24,88623321
664;LINESTRING(5.274725654 52.376118046, 5.2813671 52.3803015, 5.2803184 52.3843813, 5.274848712 52.390304535);117495,793;43,13557284
665;LINESTRING(5.2529897 52.387307037, 5.241676678 52.396392322);81981,232;16,93384534
666;LINESTRING(5.2529897 52.387307037, 5.2467903 52.3850253, 5.242599 52.3832143, 5.2380156 52.380751782, 5.23446782 52.37596223);1101,72;0,584330258
667;LINESTRING(5.241676678 52.396392322, 5.21706605 52.3898417);33277,812;16,1359673
668;LINESTRING(5.21706605 52.3898417, 5.222225519 52.377718331);27284,893;9,983157176
669;LINESTRING(5.21706605 52.3898417, 5.183320036 52.381474464);5562,085;3,564585379
670;LINESTRING(5.23446782 52.37596223, 5.222225519 52.377718331);30837,932;3,74141333
672;LINESTRING(5.136812789 52.354137705, 5.150321875 52.360583463, 5.16673061 52.36564137);84,991;0,141491607
673;LINESTRING(5.222225519 52.377718331, 5.220810429 52.370058457);27208,998;3,177226549
674;LINESTRING(5.222225519 52.377718331, 5.2016973 52.372908329);8282,149;1,974198925
675;LINESTRING(5.2016973 52.372908329, 5.1928877 52.359103164);5220,363;1,561451304
676;LINESTRING(5.2016973 52.372908329, 5.183320036 52.381474464);88,388;0,056413724
677;LINESTRING(5.183320036 52.381474464, 5.16673061 52.36564137);5536,935;2,96734635
678;LINESTRING(5.23382048 52.35291734, 5.217841191 52.344649427);7822,445;3,053132368
679;LINESTRING(5.23382048 52.35291734, 5.206307954 52.352375777);21404,374;6,723250646
681;LINESTRING(5.217841191 52.344649427, 5.206307954 52.352375777);3981,6;0,645730934
682;LINESTRING(5.206307954 52.352375777, 5.1928877 52.359103164);9515,547;2,137072515
685;LINESTRING(5.1928877 52.359103164, 5.1801304 52.365289213, 5.16673061 52.36564137);4626,348;2,099370278
687;LINESTRING(6.329355 53.0156745, 6.3310681 53.04043, 6.33111375 53.0405623, 6.3311594 53.0406946, 6.3317619 53.0731935, 6.2815722 53.0570878, 6.2388799 53.0950293);23,4;0,112894701
688;LINESTRING(6.329355 53.0156745, 6.3029062 53.0071245, 6.3034961 52.986851, 6.299152717 52.98430005);57,639;0,138316405
689;LINESTRING(6.299152717 52.98430005, 6.3034506 52.9866731, 6.3515595 52.9560949, 6.3999677 52.9462513);15263,351;22,93077959
690;LINESTRING(6.299152717 52.98430005, 6.293033115 52.978164792);15200,081;2,117081428
691;LINESTRING(6.293033115 52.978164792, 6.2957819 52.9751102, 6.3114289 52.9584616, 6.3133525 52.9548382, 6.3152761 52.9512148, 6.3349118 52.9346555, 6.3412892 52.9333292, 6.3452786 52.9331168, 6.3664396 52.9235618, 6.379210617 52.918425074);4,11;0,018563933
692;LINESTRING(6.293033115 52.978164792, 6.289381 52.979187, 6.2673413 52.9895595, 6.263810725 52.9913036, 6.2605004 52.9929879, 6.2324161 52.9989839, 6.2294498 53.0132807, 6.2277571 53.017083443);13836,823;14,72584054
693;LINESTRING(6.293033115 52.978164792, 6.2919043 52.9766878, 6.2194574 52.9724169, 6.217357633 52.972116, 6.2138648 52.9714359, 6.1343266 52.9338028, 6.1332316 52.933375075);1344,753;5,865681242
694;LINESTRING(6.2388799 53.0950293, 6.2532309 53.1115168);23,4;0,015267131
696;LINESTRING(6.13815239 53.09883142, 6.133322484 53.108075269);114,627;0,068744019
697;LINESTRING(6.13815239 53.09883142, 6.1381611 53.0961299, 6.0974397 53.0619088, 6.071358 53.0589864);53,209;0,137082989
698;LINESTRING(6.13815239 53.09883142, 6.185243775 53.047053475, 6.2277571 53.017083443);13622,763;22,94944626
699;LINESTRING(6.13815239 53.09883142, 6.1376866 53.1012117, 6.1290085 53.1028566);13437,62;1,749022539
700;LINESTRING(6.133322484 53.108075269, 6.1812864 53.1278896, 6.1833085 53.1307636, 6.185771312 53.129761576);3070,42;2,141311561
701;LINESTRING(6.133322484 53.108075269, 6.1303367 53.1034696, 6.092279 53.0916197, 6.085627222 53.093453744);2992,943;1,708462668
704;LINESTRING(6.133322484 53.108075269, 6.1355707 53.1108527, 6.1076524 53.1159216);22,41;0,026271675
706;LINESTRING(6.071358 53.0589864, 6.0553962 53.0627501, 6.052510537 53.0623582);16,096;0,00958931
707;LINESTRING(6.2277571 53.017083443, 6.2276072 53.0170087, 6.180356 53.0006966, 6.18014495 53.00064725, 6.1799339 53.0005979, 6.1091308 52.9734436);196,47;0,61476899
708;LINESTRING(6.1290085 53.1028566, 6.12552367 53.106789463);13434,925;0,98915073
709;LINESTRING(6.1290085 53.1028566, 6.0864043 53.0898361, 6.085627222 53.093453744);2,695;0,007783497
713;LINESTRING(6.1868075 53.1867713, 6.1835993 53.1999906, 6.183581933 53.200219417, 6.1835572 53.2004402, 6.1753057 53.2221873, 6.174546375 53.22368815, 6.1740346 53.2247488, 6.1572847 53.2420535, 6.156645811 53.242524911);46,501;0,166499305
714;LINESTRING(6.156645811 53.242524911, 6.1559194 53.2423264, 6.1317392 53.2510348, 6.131264089 53.251430622);39977,479;7,950790913
715;LINESTRING(6.156645811 53.242524911, 6.157174 53.2428942, 6.1654219 53.253548, 6.166952473 53.259031018);39942,963;7,888175654
716;LINESTRING(6.119240822 53.169115944, 6.1190817 53.168648, 6.1000193 53.1402988, 6.099401133 53.140286033, 6.088162185 53.134080512);5711,848;2,03686922
717;LINESTRING(6.119240822 53.169115944, 6.1188404 53.169626, 6.12164 53.18595, 6.1215552 53.187529275, 6.12118 53.18911, 6.1040972 53.2025387, 6.103489267 53.202940183, 6.1029505 53.2033013, 6.0908597 53.2117865, 6.089996437 53.213200638, 6.088198 53.2163006, 6.0865836 53.2191901, 6.084498373 53.22469302);6,82;0,04496796
718;LINESTRING(6.131264089 53.251430622, 6.1309368 53.2513423, 6.0930697 53.2344997, 6.09280965 53.2342487, 6.0925496 53.2339977, 6.0848211 53.2268698, 6.084498373 53.22469302);39956,619;17,65355706
719;LINESTRING(6.131264089 53.251430622, 6.1311009 53.2517382, 6.1270796 53.2643606, 6.127446075 53.271696875);54,9;0,055541393
720;LINESTRING(6.084498373 53.22469302, 6.0828766 53.2265606, 6.0119227 53.2215902, 6.007152875 53.221256838, 6.0047492 53.221085, 5.9852366 53.2196968, 5.978931114 53.220707857);39956,619;28,86005845
722;LINESTRING(6.127446075 53.271696875, 6.1278497 53.2734769, 6.1295104 53.2770554, 6.129518883 53.277459317, 6.1295016 53.2778675, 6.1284817 53.2874185, 6.1284688 53.28759845, 6.1284559 53.2877784, 6.1312175 53.298708, 6.13145045 53.2988273, 6.1316834 53.2989466, 6.1598185 53.3159446);6,865;0,031827737
724;LINESTRING(6.166952473 53.259031018, 6.1678609 53.2601869, 6.2047545 53.2666136, 6.2059487 53.26717195, 6.2071429 53.2677303, 6.2287585 53.2694232);39938,504;17,35579934
725;LINESTRING(6.1598185 53.3159446, 6.2672408 53.3165297);34,64;0,14983628
726;LINESTRING(6.1598185 53.3159446, 6.1517612 53.3249643);19,22;0,00917519
727;LINESTRING(6.01677509 53.313261762, 6.018693612 53.276891113, 6.011908713 53.24803405, 5.978931114 53.220707857);14,705;0,106594362
728;LINESTRING(6.01677509 53.313261762, 6.0207811 53.3128367, 6.0266934 53.3326115, 6.026877633 53.332765867);8,25;0,015350078
729;LINESTRING(6.01677509 53.313261762, 6.0105143 53.3116457, 5.9964222 53.3110931, 5.993564125 53.311613363);4,26;0,003179427
730;LINESTRING(6.088162185 53.134080512, 6.0943994 53.1272724, 6.1648847 53.1499221, 6.1760973 53.1528273);2773,453;13,29362864
731;LINESTRING(6.088162185 53.134080512, 6.12552367 53.106789463);1508,662;1,018314802
733;LINESTRING(6.088162185 53.134080512, 6.0872087 53.1350229, 6.0344594 53.1452347, 6.034594 53.1451498);9847,83;9,694111698
736;LINESTRING(6.12552367 53.106789463, 6.1198733 53.1044763, 6.1092652 53.1039482, 6.106775414 53.104780843);11926,263;2,362449761
738;LINESTRING(6.034594 53.1451498, 6.0347286 53.1450649, 6.079407 53.1376384, 6.08095295 53.1318792);517,16;0,4850953
739;LINESTRING(6.034594 53.1451498, 6.021585425 53.145851925);10368,58;2,316642276
740;LINESTRING(6.0782871 53.119182055, 6.0812534 53.106729514);6872,58;1,029624792
741;LINESTRING(6.0782871 53.119182055, 6.08095295 53.1318792);517,16;0,183547208
742;LINESTRING(6.085627222 53.093453744, 6.0812534 53.106729514);68828,513;30,98833848
743;LINESTRING(6.085627222 53.093453744, 6.08020245 53.08771075, 6.052510537 53.0623582);71821,539;86,4039013
744;LINESTRING(6.061933267 53.011175033, 6.0619658 53.0110933, 6.0618559 53.0009317, 6.059651562 52.9990508);1,68;0,002660089
747;LINESTRING(6.052510537 53.0623582, 6.0517532 53.064031, 6.017778 53.0665996, 6.0175139 53.06662485, 6.0172498 53.0666501, 5.9566467 53.0713495, 5.8978676 53.0473396);71827,239;239,1690402
748;LINESTRING(6.106775414 53.104780843, 6.1012701 53.103562, 6.0987272 53.1031104, 6.0985624 53.1031184, 6.0983976 53.1031264, 6.0824327 53.1029847, 6.0812534 53.106729514);11925,028;3,617499837
749;LINESTRING(6.1332316 52.933375075, 6.1321505 52.9329269, 6.0820992 52.9104812, 6.0810347 52.9099255, 6.0799702 52.9093698, 6.0594314 52.8938519, 6.0577401 52.8929661, 6.0560488 52.8920803, 6.0267734 52.8830747, 6.022451588 52.881959512);1255,257;4,066483808
750;LINESTRING(6.1332316 52.933375075, 6.1327215 52.9338723, 6.0942371 52.9670545, 6.094147133 52.967128033);984,121;0,710913332
751;LINESTRING(6.1332316 52.933375075, 6.1337555 52.9328828, 6.1546027 52.8716566, 6.16457649 52.864058138);935,455;1,086762007
753;LINESTRING(6.1091308 52.9734436, 6.0994098 52.9826854, 6.09931965 52.9827699, 6.0992295 52.9828544, 6.0796596 52.9933438, 6.0770313 52.99442456, 6.059651562 52.9990508);146,53;0,230644105
756;LINESTRING(6.022451588 52.881959512, 6.0182183 52.8832344, 6.0037049 52.8840741, 6.00272768 52.88228185);1251,537;0,642214716
757;LINESTRING(6.094147133 52.967128033, 6.0939858 52.9671059, 6.0527528 52.9493181, 6.05261295 52.94928235, 6.0524731 52.9492466, 5.9638461 52.9315939, 5.9615096 52.93086092);972,781;1,50705537
758;LINESTRING(6.059651562 52.9990508, 6.0573914 52.9971226, 5.9369207 52.963879, 5.934195736 52.963946568);122,635;0,344780476
759;LINESTRING(6.059651562 52.9990508, 6.0460576 53.005944767);20,365;0,013512573
761;LINESTRING(5.9615096 52.93086092, 5.9632529 52.9279413, 5.9731611 52.9181929, 5.975582733 52.917350883);40095,424;3,536691801
762;LINESTRING(5.9615096 52.93086092, 5.9597773 52.9297976, 5.9448824 52.9351255, 5.944625467 52.935496267, 5.93492028 52.94161848, 5.9289268 52.944723, 5.9268932 52.9467164);41257,235;6,578509194
764;LINESTRING(6.00272768 52.88228185, 6.003423 52.884108, 5.9991983 52.9079266, 6.00062574 52.9080184);15403,187;5,806828887
765;LINESTRING(6.00272768 52.88228185, 5.9997081 52.8828481, 5.9848383 52.8819799, 5.98335018 52.87898662, 5.981695811 52.868133267, 5.9809666 52.8679245, 5.8369917 52.7989049, 5.8391809 52.7949386);16515,821;36,57919538
766;LINESTRING(6.00062574 52.9080184, 5.991301033 52.912248133, 5.975582733 52.917350883);15403,187;3,878731989
769;LINESTRING(5.9268932 52.9467164, 5.923624717 52.950655967);41278,675;1,039889523
771;LINESTRING(5.934195736 52.963946568, 5.923424879 52.972249743);4364,285;1,237249334
773;LINESTRING(6.0460576 53.005944767, 6.0410358 53.0065321, 6.0228956 53.0178135, 6.020215522 53.0213243);4,59;0,006015645
774;LINESTRING(5.953874009 52.984325009, 5.923424879 52.972249743);20,88;0,018631063
775;LINESTRING(5.953874009 52.984325009, 6.009534037 53.020482663);20,88;0,041805248
776;LINESTRING(5.923424879 52.972249743, 5.91166154 52.97468283);4397,813;0,891287518
777;LINESTRING(5.92209842 52.95664006, 5.923624717 52.950655967);41279,835;1,429645374
778;LINESTRING(5.92209842 52.95664006, 5.9133665 52.9602807, 5.9026368 52.9688806, 5.898834757 52.968360657);41302,632;4,642687218
779;LINESTRING(6.020215522 53.0213243, 6.009534037 53.020482663);20,88;0,005503265
781;LINESTRING(5.91166154 52.97468283, 5.898834757 52.968360657);4413,958;1,200616853
784;LINESTRING(5.898834757 52.968360657, 5.868965811 52.963746544);46787,165;6,834687427
786;LINESTRING(5.8978676 53.0473396, 5.848192 53.0484559, 5.846536482 53.047135373);71910,839;74,01390811
788;LINESTRING(5.846536482 53.047135373, 5.8462732 53.051456, 5.8206305 53.0567948);75657,463;49,24405543
789;LINESTRING(5.846536482 53.047135373, 5.8485093 53.0402527, 5.8511116 53.0340381);3439,104;0,506127685
790;LINESTRING(5.745082675 52.873056437, 5.743621 52.8747049, 5.7015851 52.9104704);360,039;0,413497025
791;LINESTRING(5.745082675 52.873056437, 5.7226557 52.8465429);48,077;0,129681881
794;LINESTRING(6.021585425 53.145851925, 5.952026633 53.161282206);8943,063;12,09742403
795;LINESTRING(6.021585425 53.145851925, 5.985925506 53.180044612);47,22;0,176833844
797;LINESTRING(5.952026633 53.161282206, 5.831076358 53.166884289);8964,954;19,84423632
798;LINESTRING(5.952026633 53.161282206, 5.9520353 53.1628696, 5.9517957 53.1631531, 5.951644 53.1633448, 5.9514839 53.1636172, 5.9832114 53.1794187, 5.985925506 53.180044612);23,731;0,028496092
799;LINESTRING(5.985925506 53.180044612, 5.972818604 53.22108747);30,335;0,114538776
800;LINESTRING(5.8953467 53.1483663, 5.8354061 53.1158487, 5.8257607 53.091653, 5.8239883 53.090843138);17,827;0,121148312
803;LINESTRING(5.831076358 53.166884289, 5.798075383 53.159940408);8970,318;5,727537114
804;LINESTRING(5.972818604 53.22108747, 5.978931114 53.220707857);40008,469;1,651527736
805;LINESTRING(5.972818604 53.22108747, 5.92901445 53.2186542, 5.909054643 53.219177586);39978,134;17,08749498
806;LINESTRING(5.8239883 53.090843138, 5.8226384 53.0905386, 5.7939207 53.0828117);55,769;0,084561665
808;LINESTRING(5.817206471 53.193428654, 5.841855748 53.194382852);542,777;0,25358617
809;LINESTRING(5.817206471 53.193428654, 5.799925638 53.187594696);993,371;0,35845927
814;LINESTRING(5.798075383 53.159940408, 5.7961185 53.1594583, 5.7822016 53.1591143, 5.78215915 53.15906235);8970,318;2,644071674
816;LINESTRING(5.909054643 53.219177586, 5.828606118 53.212744488);40026,362;21,76492073
817;LINESTRING(5.7939207 53.0828117, 5.787994625 53.080218375);55,949;0,018942217
822;LINESTRING(5.799925638 53.187594696, 5.788885289 53.188446439, 5.77483202 53.198948242);1055,389;0,686098571
823;LINESTRING(5.79597563 53.145359975, 5.79064454 53.15754666);6,39;0,005499769
827;LINESTRING(5.79064454 53.15754666, 5.78215915 53.15906235);6,39;0,00232223
828;LINESTRING(5.78215915 53.15906235, 5.747016762 53.188042125);8991,833;9,823135667
829;LINESTRING(5.8206305 53.0567948, 5.786114 53.0792628, 5.787994625 53.080218375);75671,803;76,47069987
831;LINESTRING(5.787994625 53.080218375, 5.7858073 53.0793289, 5.7361598 53.0568082, 5.6989377 53.0697346, 5.698862514 53.069858686);75727,752;155,2528181
833;LINESTRING(5.79882 52.97462, 5.7827774 52.9617641, 5.776651208 52.964126233);33,652;0,014251646
834;LINESTRING(5.698862514 53.069858686, 5.699658 53.0703873, 5.7176249 53.0903133, 5.71791692 53.09144094);14,332;0,016033099
835;LINESTRING(5.698862514 53.069858686, 5.6980219 53.0694111, 5.6813673 53.0581939, 5.6809597 53.0579158, 5.6805381 53.0576212, 5.6787367 53.0537564, 5.679061588 53.046742042);75788,724;65,73833716
837;LINESTRING(5.815001312 52.959861535, 5.8121744 52.9595581, 5.7936042 52.9565763, 5.793824025 52.95372485);2789,095;1,057668045
841;LINESTRING(5.776651208 52.964126233, 5.7740504 52.9653493, 5.7465185 52.9800803, 5.7451084 52.98072105, 5.7436983 52.9813618, 5.7248807 52.9885367, 5.7235636 52.98903305, 5.7222465 52.9895294, 5.6899789 53.0128105, 5.68983895 53.01291815, 5.689699 53.0130258, 5.6783652 53.0229293, 5.677510773 53.023077181);45,832;0,104655281
842;LINESTRING(5.868965811 52.963746544, 5.8656939 52.9632036, 5.8280983 52.9589407, 5.821926443 52.957576486);77276,028;27,23338254
845;LINESTRING(5.784065142 53.107046283, 5.7817211 53.1067524, 5.7426881 53.1032157);0,66;0,002276307
846;LINESTRING(5.896732643 53.247117014, 5.8968621 53.2423968, 5.8454786 53.2405251, 5.8131942 53.2149721, 5.812813597 53.211624684);93,616;0,31599448
847;LINESTRING(5.896732643 53.247117014, 5.8963364 53.2513678, 5.8797976 53.2670492, 5.879777517 53.268028433, 5.87999 53.2687297, 5.9015804 53.2799697, 5.905770657 53.281875157);91,226;0,190562507
849;LINESTRING(5.828606118 53.212744488, 5.812813597 53.211624684);40026,382;4,265009515
852;LINESTRING(5.836682783 53.205846623, 5.821571486 53.202888921);1,72;0,001903415
855;LINESTRING(5.812813597 53.211624684, 5.80328265 53.2127893, 5.786121267 53.208255644);40144,718;7,742590491
856;LINESTRING(5.905770657 53.281875157, 5.9101323 53.2838003, 5.9407459 53.2978119, 5.9449215 53.3000521, 5.9513578 53.3024981, 5.9928323 53.3107521, 5.993564125 53.311613363);49,809;0,128380016
858;LINESTRING(5.821571486 53.202888921, 5.816842367 53.201908928);55,66;0,002953483
859;LINESTRING(5.798626631 53.203753627, 5.8031258 53.202974, 5.8096294 53.2026825, 5.816842367 53.201908928);55,66;0,010940249
860;LINESTRING(5.798626631 53.203753627, 5.7937539 53.2070837, 5.7909855 53.2081159, 5.786121267 53.208255644);61,185;0,011385535
864;LINESTRING(5.786121267 53.208255644, 5.778257475 53.2084115, 5.769749192 53.204887162);40532,575;5,033413132
866;LINESTRING(5.77483202 53.198948242, 5.769749192 53.204887162);1356,924;0,252125584
870;LINESTRING(5.747016762 53.188042125, 5.7300286 53.185215662);43716,509;5,041846517
872;LINESTRING(5.769749192 53.204887162, 5.740639183 53.205140717);41891,099;8,711421869
873;LINESTRING(5.7458686 53.1485192, 5.7283855 53.1852972, 5.7289809 53.1854091, 5.7300286 53.185215662);2,809;0,01361778
875;LINESTRING(5.751496491 53.264469509, 5.7468434 53.2641373, 5.739854 53.2637639, 5.738573878 53.263789756);2,884;0,001952655
879;LINESTRING(5.715605013 53.234238925, 5.7153516 53.2342478, 5.6787331 53.2383736, 5.678711617 53.23800805);13,775;0,018758769
