id;geometry;waste amount;co2 amount
2971;LINESTRING(4.893871133 52.4220934, 4.912287276 52.4171233);307281,206;72,16994378
2972;LINESTRING(4.822370313 52.453832578, 4.813317 52.4624105);38368,329;10,38290069
2973;LINESTRING(4.822370313 52.453832578, 4.8182235 52.4510926, 4.8222938 52.4417613, 4.81817133 52.437716645);100667,062;56,72956233
2974;LINESTRING(4.822370313 52.453832578, 4.811711843 52.442698738);93323,97;16,66478911
2975;LINESTRING(4.813317 52.4624105, 4.803010252 52.468943335);125572,017;22,55876471
2976;LINESTRING(4.865411264 52.393613264, 4.883400311 52.388099911);2086362,062;374,8036389
2977;LINESTRING(4.865411264 52.393613264, 4.843022907 52.38959987);201145,405;66,05041494
2978;LINESTRING(4.843022907 52.38959987, 4.843660656 52.378503111);427514,919;73,42701069
2979;LINESTRING(4.843022907 52.38959987, 4.81930218 52.382066935);276500,996;75,49242651
2980;LINESTRING(4.843022907 52.38959987, 4.8492455 52.3849777, 4.8554107 52.3850761);15992,381;2,145087993
2981;LINESTRING(4.843022907 52.38959987, 4.818649357 52.391427243);154053,481;53,30667149
2982;LINESTRING(4.804067992 52.393774575, 4.793553173 52.393226773);799488,145;76,26918431
2983;LINESTRING(4.804067992 52.393774575, 4.818649357 52.391427243);509862,452;87,52573132
2984;LINESTRING(4.81817133 52.437716645, 4.811711843 52.442698738);204869,882;20,84367269
2985;LINESTRING(4.811745717 52.429239675, 4.811711843 52.442698738);162366,642;31,14609775
2986;LINESTRING(4.811745717 52.429239675, 4.794487911 52.428745811, 4.7876998 52.4293354, 4.7747437 52.4313812, 4.77452455 52.4314114, 4.7743054 52.4314416, 4.7607082 52.43319, 4.7604882 52.43322565, 4.7602682 52.4332613, 4.7261035 52.4357155, 4.726579133 52.43537045);93180,201;77,78906643
2987;LINESTRING(4.912287276 52.4171233, 4.9171692 52.40764068, 4.926216943 52.397480293);44745,324;15,21425347
2988;LINESTRING(4.803010252 52.468943335, 4.811711843 52.442698738);240778,032;101,2602033
2990;LINESTRING(4.803010252 52.468943335, 4.775330123 52.471602577);95062,093;26,91250633
2991;LINESTRING(4.803010252 52.468943335, 4.803788 52.489631567);354689,783;127,0538683
2992;LINESTRING(4.726579133 52.43537045, 4.7303755 52.4380362, 4.7432328 52.4443351, 4.7434661 52.4443675, 4.7436994 52.4443999, 4.7655149 52.4645187, 4.7673803 52.465551529, 4.775330123 52.471602577);301381,044;273,923558
2993;LINESTRING(4.726579133 52.43537045, 4.7248704 52.4306909);742579,076;57,91056487
2994;LINESTRING(4.726579133 52.43537045, 4.7256657 52.4359216, 4.6688813 52.46732, 4.671545156 52.472286944);213679,934;166,2857327
2995;LINESTRING(4.775330123 52.471602577, 4.7702094 52.47637525, 4.777282147 52.4938661);226539,267;105,5174403
2996;LINESTRING(4.803788 52.489631567, 4.79978192 52.49598614);352969,221;41,6251038
2998;LINESTRING(4.777282147 52.4938661, 4.778756567 52.5052824);386994,476;116,0434777
2999;LINESTRING(4.777282147 52.4938661, 4.790140522 52.490202844);87474,405;10,1776415
3000;LINESTRING(4.777282147 52.4938661, 4.7531322 52.495880167, 4.715333715 52.516668954);278502,773;329,7659942
3001;LINESTRING(4.79978192 52.49598614, 4.8006006 52.4988913, 4.7784701 52.50432, 4.778756567 52.5052824);259467,156;89,60562547
3002;LINESTRING(4.79978192 52.49598614, 4.790140522 52.490202844);84997,058;9,336945094
3003;LINESTRING(4.744676654 52.612952842, 4.7311217 52.61875235);30878,035;7,257963438
3004;LINESTRING(4.744676654 52.612952842, 4.73234185 52.60522035, 4.72019385 52.543873975, 4.715333715 52.516668954);270054,916;408,6880899
3005;LINESTRING(4.791848917 52.640544308, 4.80510512 52.63745984, 4.8031558 52.6356089, 4.8751164 52.634889);2755,24;2,251624552
3006;LINESTRING(4.791848917 52.640544308, 4.7923234 52.6430626, 4.8011305 52.6555475, 4.804102275 52.658018581);160278,653;43,35414545
3007;LINESTRING(4.791848917 52.640544308, 4.777415025 52.6415662, 4.76537417 52.64413435);32548,096;9,063546241
3009;LINESTRING(4.755181157 52.636149886, 4.742569248 52.63522887);90540,287;14,23402884
3010;LINESTRING(4.755181157 52.636149886, 4.7543108 52.6379419, 4.7635217 52.6415363, 4.7635719 52.6415607, 4.7632176 52.6421493, 4.76537417 52.64413435);29723,154;4,205088234
3011;LINESTRING(4.804102275 52.658018581, 4.82058115 52.66890102);159892,278;33,32985346
3012;LINESTRING(4.76537417 52.64413435, 4.745243683 52.64655386);22,675;0,017381514
3013;LINESTRING(4.76537417 52.64413435, 4.772241829 52.699330243);42306,966;37,87987916
3014;LINESTRING(4.742569248 52.63522887, 4.7391005 52.6336464, 4.732123 52.6193367, 4.7311217 52.61875235);63527,49;17,59295899
3015;LINESTRING(4.742569248 52.63522887, 4.745243683 52.64655386);90239,548;23,17848856
3016;LINESTRING(4.742569248 52.63522887, 4.7392546 52.6351961, 4.7290355 52.6393059, 4.726691962 52.640525525);10,71;0,009523798
3017;LINESTRING(4.715333715 52.516668954, 4.70616628 52.51116347);451129,544;78,73195263
3018;LINESTRING(4.7311217 52.61875235, 4.7294061 52.6177989, 4.7141478 52.6050776, 4.713870033 52.604519917, 4.7136088 52.6039111, 4.7024479 52.5880677, 4.70026475 52.584921725, 4.6975815 52.5809, 4.6965337 52.5787302, 4.696359 52.57834865, 4.6961843 52.5779671, 4.689826 52.5634144, 4.684959084 52.561483021);44300,938;39,75353224
3019;LINESTRING(4.7311217 52.61875235, 4.7165768 52.63369675);2595,993;1,061151803
3020;LINESTRING(4.82058115 52.66890102, 4.837235425 52.67429805, 4.846297467 52.680999811);43094,439;11,46921931
3021;LINESTRING(4.82058115 52.66890102, 4.8220947 52.6717604, 4.8272293 52.6752381, 4.829330543 52.6844781);139633,369;32,81293274
3022;LINESTRING(4.684959084 52.561483021, 4.6892103 52.558403, 4.6993718 52.5246022, 4.703319012 52.521868062, 4.70616628 52.51116347);23994,462;34,53465612
3023;LINESTRING(4.684959084 52.561483021, 4.676369 52.557098043);62371,13;7,852696835
3024;LINESTRING(4.7165768 52.63369675, 4.726691962 52.640525525);260,512;0,101709968
3025;LINESTRING(4.7165768 52.63369675, 4.7069111 52.6367305, 4.6604568 52.6217812, 4.658634714 52.6200022, 4.648499377 52.617294531);2284,659;2,32462444
3026;LINESTRING(4.745243683 52.64655386, 4.742342 52.6518863, 4.7442666 52.6611139, 4.743680743 52.661302729);90097,802;30,97496325
3027;LINESTRING(4.745243683 52.64655386, 4.73274812 52.64803148);43,426;0,010645858
3028;LINESTRING(4.726691962 52.640525525, 4.73274812 52.64803148);90,206;0,031315006
3030;LINESTRING(4.743680743 52.661302729, 4.7457862 52.66349, 4.7135218 52.706375, 4.713687513 52.70788308);90023,677;103,4129287
3031;LINESTRING(4.743680743 52.661302729, 4.7419111 52.6587826, 4.7348566 52.6504132, 4.73274812 52.64803148);0,34;0,000691081
3032;LINESTRING(4.668172267 52.665540833, 4.6679974 52.6655607, 4.637211 52.6618065, 4.634769767 52.661288133);0,04;0,000113722
3033;LINESTRING(4.668172267 52.665540833, 4.668197 52.6654086, 4.6478245 52.6188016, 4.648499377 52.617294531);0,1;0,000683295
3034;LINESTRING(4.648499377 52.617294531, 4.6490173 52.6148307, 4.6524615 52.6016625, 4.65295285 52.59604665, 4.6564417 52.59088, 4.6543021 52.5619311, 4.654302867 52.561849333);239,327;0,626702736
3036;LINESTRING(4.70616628 52.51116347, 4.697580786 52.505488864);434309,799;73,59019187
3038;LINESTRING(4.697580786 52.505488864, 4.695029 52.49367044);420293,124;109,3696556
3039;LINESTRING(4.697580786 52.505488864, 4.68744619 52.51070177);14061,828;2,945733081
3040;LINESTRING(4.68744619 52.51070177, 4.678284658 52.500385808);13035,528;3,957006811
3042;LINESTRING(4.7248704 52.4306909, 4.7394922 52.4273376, 4.7394312 52.4271301, 4.7393355 52.4268415, 4.7392515 52.4266107, 4.7776527 52.395384682);602910,749;350,6388951
3043;LINESTRING(4.7248704 52.4306909, 4.66253 52.45889, 4.657177214 52.456558695);482442,417;322,8832424
3044;LINESTRING(4.7248704 52.4306909, 4.682355 52.4131734, 4.6567574 52.4197377, 4.652387767 52.421348356);237324,581;174,1115607
3045;LINESTRING(4.671545156 52.472286944, 4.6718425 52.4739612, 4.6635148 52.4793744, 4.656335692 52.476553438);12580,818;4,547118424
3046;LINESTRING(4.671545156 52.472286944, 4.6725638 52.4738234, 4.6747438 52.4758716, 4.6762469 52.48227704);171251,099;30,78401584
3047;LINESTRING(4.695029 52.49367044, 4.6932158 52.4871967, 4.6562185 52.4765798, 4.656335692 52.476553438);83731,112;29,85488933
3048;LINESTRING(4.695029 52.49367044, 4.682885755 52.475379277);268246,332;129,2336155
3050;LINESTRING(4.695029 52.49367044, 4.688893 52.4882589, 4.6856939 52.4872391, 4.679084905 52.488940295);80071,838;23,696747
3051;LINESTRING(4.678284658 52.500385808, 4.67873 52.4964367, 4.6733817 52.4935076, 4.679084905 52.488940295);7623,643;1,440622555
3052;LINESTRING(4.678284658 52.500385808, 4.664404523 52.504643454);12966,221;3,172165686
3053;LINESTRING(4.664404523 52.504643454, 4.679084905 52.488940295);2230,193;2,085923631
3054;LINESTRING(4.664404523 52.504643454, 4.652530964 52.495956532);12789,386;3,985521405
3055;LINESTRING(4.664404523 52.504643454, 4.65316195 52.512005325);1675,669;0,597899854
3056;LINESTRING(4.7776527 52.395384682, 4.793553173 52.393226773);1432452,885;188,897097
3057;LINESTRING(4.7776527 52.395384682, 4.7712317 52.3987224, 4.7360261 52.3868977, 4.7332771 52.3866723);315653,25;183,5077783
3058;LINESTRING(4.7776527 52.395384682, 4.75016445 52.36508735, 4.740049709 52.355230718);730171,269;438,2917506
3059;LINESTRING(4.657177214 52.456558695, 4.66248046 52.4448299);66700,802;11,28571764
3060;LINESTRING(4.657177214 52.456558695, 4.650800791 52.4576776);459921,893;19,65070136
3061;LINESTRING(4.657177214 52.456558695, 4.6500877 52.47471245);143180,16;37,20829579
3062;LINESTRING(4.652387767 52.421348356, 4.644944611 52.426374505);228580,025;18,2148606
3063;LINESTRING(4.652387767 52.421348356, 4.6484173 52.42248, 4.6409432 52.3943891, 4.6359424 52.390612306);65594,734;22,45591354
3064;LINESTRING(4.652387767 52.421348356, 4.6571557 52.419498, 4.6568387 52.4065423, 4.65556048 52.40426008);101112,173;38,04213464
3065;LINESTRING(4.793553173 52.393226773, 4.800452543 52.385847857);846234,73;117,8847236
3066;LINESTRING(4.7332771 52.3866723, 4.7293305 52.3867518, 4.7148636 52.3855395, 4.707614293 52.3848186);188832,04;47,48872667
3067;LINESTRING(4.7332771 52.3866723, 4.74014885 52.386355, 4.75013074 52.37901991);70338,25;21,94496881
3069;LINESTRING(4.7332771 52.3866723, 4.7318053 52.3867333, 4.717007 52.3857415);97211,223;24,78903815
3070;LINESTRING(4.740049709 52.355230718, 4.75105218 52.34955316);51514,938;8,06219488
3071;LINESTRING(4.740049709 52.355230718, 4.73062278 52.3612987);101012,249;12,31686241
3072;LINESTRING(4.740049709 52.355230718, 4.73078138 52.29203909);783011,322;636,5736239
3073;LINESTRING(4.656335692 52.476553438, 4.6762469 52.48227704);247,66;0,287260162
3075;LINESTRING(4.656335692 52.476553438, 4.6500877 52.47471245);180390,564;10,42313969
3076;LINESTRING(4.6762469 52.48227704, 4.682885755 52.475379277);81991,509;8,123817321
3077;LINESTRING(4.6762469 52.48227704, 4.679084905 52.488940295);90084,407;13,96296568
3078;LINESTRING(4.66248046 52.4448299, 4.6668236 52.4456234, 4.6793314 52.47085, 4.682885755 52.475379277);9483,418;5,394495091
3079;LINESTRING(4.66248046 52.4448299, 4.6640791 52.4445973, 4.6724287 52.4362418);588,32;0,137242369
3080;LINESTRING(4.66248046 52.4448299, 4.6707182 52.4376884, 4.7064326 52.3901693, 4.707614293 52.3848186);13882,108;13,45038942
3081;LINESTRING(4.66248046 52.4448299, 4.644620952 52.438300176);65766,17;12,40490078
3083;LINESTRING(4.650800791 52.4576776, 4.64747835 52.4602915, 4.631560557 52.461855743);453358,859;62,61001923
3084;LINESTRING(4.6500877 52.47471245, 4.642934833 52.485669767);71604,687;11,52040107
3086;LINESTRING(4.644944611 52.426374505, 4.644620952 52.438300176);307208,552;38,58753614
3087;LINESTRING(4.644944611 52.426374505, 4.6400501 52.41488335, 4.6342075 52.406686, 4.625586715 52.394113885);370097,622;133,634319
3088;LINESTRING(4.6359424 52.390612306, 4.6396738 52.3886118, 4.6469175 52.3864016);19304,316;4,450110372
3089;LINESTRING(4.6359424 52.390612306, 4.625586715 52.394113885);20072,609;3,653456893
3090;LINESTRING(4.6359424 52.390612306, 4.6318052 52.3879536, 4.630091 52.3839162, 4.628831896 52.378488107);81999,527;14,99645708
3091;LINESTRING(4.65556048 52.40426008, 4.6533975 52.4021801, 4.6469175 52.3864016);26483,997;9,493453664
3092;LINESTRING(4.65556048 52.40426008, 4.6613038 52.39526525, 4.667722888 52.383705129);72143,12;30,40874597
3093;LINESTRING(4.800452543 52.385847857, 4.81930218 52.382066935);929733,911;189,2115344
3094;LINESTRING(4.800452543 52.385847857, 4.75013074 52.37901991);71266,713;49,41375936
3095;LINESTRING(4.707614293 52.3848186, 4.7066825 52.3900761, 4.6724287 52.4362418);245224,012;350,8461286
3096;LINESTRING(4.707614293 52.3848186, 4.7001061 52.384445, 4.6801428 52.3831571, 4.667722888 52.383705129);36972,818;15,93166037
3097;LINESTRING(4.707614293 52.3848186, 4.7099888 52.3842627, 4.717007 52.3857415);1124,99;0,067170338
3098;LINESTRING(4.707614293 52.3848186, 4.7065658 52.3838013, 4.6982331 52.3843104);0,062;5,36882E-05
3099;LINESTRING(4.707614293 52.3848186, 4.708218 52.3804048, 4.7088846 52.3761902, 4.706270814 52.370051786);436810,928;137,601079
3101;LINESTRING(4.75013074 52.37901991, 4.7465723 52.3758299, 4.7287378 52.358484, 4.73062278 52.3612987);14993,768;7,773778819
3102;LINESTRING(4.667722888 52.383705129, 4.653571028 52.367413664);201747,15;79,71898094
3103;LINESTRING(4.667722888 52.383705129, 4.6809487 52.3831343, 4.6982331 52.3843104);97187,368;46,71375541
3104;LINESTRING(4.667722888 52.383705129, 4.651005577 52.383459677, 4.645719137 52.380171737);16927,645;8,131169286
3105;LINESTRING(4.717007 52.3857415, 4.6982331 52.3843104);97324,348;28,88728522
3106;LINESTRING(4.682885755 52.475379277, 4.6797912 52.4709699, 4.6724287 52.4362418);244534,392;249,0222692
3107;LINESTRING(4.644620952 52.438300176, 4.6389881 52.4457461, 4.638326 52.4489913, 4.633666485 52.450950823);244170,741;35,17361885
3108;LINESTRING(4.631560557 52.461855743, 4.6331336 52.4620147, 4.6333682 52.4515198, 4.633666485 52.450950823);9424,679;1,910368853
3109;LINESTRING(4.631560557 52.461855743, 4.605512112 52.457493325);40757,614;12,56323696
3110;LINESTRING(4.642934833 52.485669767, 4.6438566 52.488024, 4.6479146 52.490525, 4.652530964 52.495956532);64033,482;12,58628723
3111;LINESTRING(4.642934833 52.485669767, 4.630504575 52.489165575);24359,316;4,273047734
3112;LINESTRING(4.625586715 52.394113885, 4.617107033 52.3867143);370997,201;35,66499784
3113;LINESTRING(4.625586715 52.394113885, 4.6210601 52.3900867, 4.6098043 52.3920776, 4.60216375 52.39269238, 4.546920611 52.402757911, 4.5437348 52.4010043, 4.5340357 52.3860921, 4.533673867 52.385487833);1085,381;2,665551812
3114;LINESTRING(4.6469175 52.3864016, 4.645719137 52.380171737);24002,837;5,26870579
3115;LINESTRING(4.628831896 52.378488107, 4.63028 52.37128, 4.6375573 52.3714382, 4.643836773 52.370113064);4383,093;1,682090921
3116;LINESTRING(4.628831896 52.378488107, 4.6286242 52.3837974, 4.6206489 52.3860861, 4.617107033 52.3867143);233,161;0,128908392
3118;LINESTRING(4.628831896 52.378488107, 4.626303989 52.360692089);67787,355;17,0150136
3119;LINESTRING(4.846297467 52.680999811, 4.829330543 52.6844781);2709,225;1,296849716
3120;LINESTRING(4.829330543 52.6844781, 4.8259745 52.695811, 4.8232171 52.7061973, 4.821991333 52.708829833);137265,308;48,62086695
3121;LINESTRING(4.821991333 52.708829833, 4.8198433 52.7090544, 4.8122906 52.7073047, 4.80990185 52.70677305, 4.8075131 52.7062414, 4.7846528 52.701156, 4.78386985 52.700981867, 4.783026 52.7007987, 4.7757146 52.6992356, 4.772241829 52.699330243);1237,076;1,828935395
3123;LINESTRING(4.733409717 52.81116015, 4.7331318 52.8098673, 4.7054255 52.7842837, 4.7052661 52.78404965, 4.7051067 52.7838156, 4.6815064 52.7550669, 4.68180476 52.75341468);24544,406;28,52671785
3124;LINESTRING(4.733409717 52.81116015, 4.733138 52.811719, 4.7096538 52.8198351);16,637;0,011951752
3125;LINESTRING(4.795625782 52.913269927, 4.793877 52.9172442, 4.7851544 52.9415794, 4.782882156 52.943245812);13596,337;9,030435167
3126;LINESTRING(4.68180476 52.75341468, 4.6811851 52.7549329, 4.6608511 52.7600887, 4.6607973 52.76018555, 4.6607435 52.7602824, 4.6873282 52.7920536, 4.6874222 52.79219035, 4.6875162 52.7923271, 4.7096538 52.8198351);198,4;0,176286178
3127;LINESTRING(4.68180476 52.75341468, 4.6825481 52.7509402, 4.711944 52.7125069, 4.713687513 52.70788308);25025,763;21,75711422
3131;LINESTRING(4.654302867 52.561849333, 4.6545344 52.5618065, 4.6768171 52.5622165, 4.676369 52.557098043);745,966;0,409689412
3132;LINESTRING(4.654302867 52.561849333, 4.6540721 52.5618104, 4.6107938 52.5574196, 4.6104525 52.557405533);0,9;0,002827365
3133;LINESTRING(4.706270814 52.370051786, 4.73062278 52.3612987);224861,269;58,11123597
3134;LINESTRING(4.706270814 52.370051786, 4.661385627 52.324698355);71634,66;50,96431504
3135;LINESTRING(4.706270814 52.370051786, 4.692056467 52.370625167, 4.653571028 52.367413664);23762,399;11,25546781
3137;LINESTRING(4.633666485 52.450950823, 4.6273963 52.4529873, 4.6231458 52.4539379, 4.62231125 52.4541158, 4.6214767 52.4542937, 4.6098036 52.4531816, 4.605512112 52.457493325);235400,551;45,40096505
3138;LINESTRING(4.653571028 52.367413664, 4.648386578 52.355479206, 4.626303989 52.360692089);289354,502;130,8093743
3139;LINESTRING(4.653571028 52.367413664, 4.643836773 52.370113064);9738,577;1,929832817
3140;LINESTRING(4.645719137 52.380171737, 4.6435615 52.3747737, 4.64075 52.37113, 4.643836773 52.370113064);5540,476;2,312978395
3141;LINESTRING(4.73062278 52.3612987, 4.75105218 52.34955316);134479,326;35,56696074
3142;LINESTRING(4.661385627 52.324698355, 4.6758441 52.3158002);212432,373;41,33824883
3143;LINESTRING(4.661385627 52.324698355, 4.6218645 52.304629625);21951,006;17,25574443
3144;LINESTRING(4.661385627 52.324698355, 4.6480429 52.32975275, 4.63573555 52.34011895, 4.624234692 52.349837);186996,051;108,4318993
3145;LINESTRING(4.652530964 52.495956532, 4.6554326 52.5045264, 4.654167 52.5072798, 4.65316195 52.512005325);46347,773;10,11911774
3147;LINESTRING(4.65316195 52.512005325, 4.6521243 52.5168023, 4.6581113 52.5379285, 4.65816225 52.5380429, 4.6582132 52.5381573, 4.6636523 52.5513998, 4.669672518 52.5502791, 4.676369 52.557098043);41822,1;27,47439776
3149;LINESTRING(4.605512112 52.457493325, 4.593818033 52.4466953);28198,447;1,955710883
3150;LINESTRING(4.782882156 52.943245812, 4.767834108 52.9451382);656,403;0,247062169
3154;LINESTRING(5.20524025 52.208390975, 5.20897 52.20906, 5.2306846 52.2037458);89696,695;29,02216917
3155;LINESTRING(5.20524025 52.208390975, 5.196469965 52.211322748);88125,838;10,30420874
3156;LINESTRING(5.20524025 52.208390975, 5.2025745 52.2073539, 5.1933199 52.2014885);1878,705;0,615386527
3157;LINESTRING(5.194352295 52.223596974, 5.193891 52.2216707, 5.1946254 52.2201447, 5.196469965 52.211322748);2501,383;0,724002209
3158;LINESTRING(5.194352295 52.223596974, 5.181480333 52.218157157);240638,718;43,05555167
3159;LINESTRING(5.194352295 52.223596974, 5.190161363 52.23497895);274453,832;56,10590556
3160;LINESTRING(5.196469965 52.211322748, 5.181480333 52.218157157);85088,501;18,34845236
3161;LINESTRING(5.196469965 52.211322748, 5.19759 52.2042436, 5.1933199 52.2014885);1,38;0,001897483
3162;LINESTRING(5.196469965 52.211322748, 5.1942265 52.2026179, 5.1778237 52.1746429, 5.17619735 52.177923933);1722,918;1,406849975
3163;LINESTRING(5.1933199 52.2014885, 5.1780357 52.1745798, 5.17619735 52.177923933);1878,705;1,950189904
3164;LINESTRING(5.181480333 52.218157157, 5.1779793 52.2222678, 5.1594644 52.2320532, 5.158932567 52.232246433);23387,107;9,710406851
3165;LINESTRING(5.181480333 52.218157157, 5.1818963 52.2107363, 5.1766245 52.1831971, 5.17619735 52.177923933);247657,055;184,4905426
3166;LINESTRING(5.181480333 52.218157157, 5.1783098 52.2110791, 5.1745987 52.211198, 5.16867785 52.2112289, 5.147768012 52.218566762);59885,426;29,96708013
3167;LINESTRING(5.190161363 52.23497895, 5.1944612 52.2364075, 5.2066949 52.2455672, 5.213029277 52.249864869);248403,418;98,15203735
3168;LINESTRING(5.190161363 52.23497895, 5.1869559 52.2356829, 5.1838104 52.2353228, 5.176324671 52.235196964, 5.17151675 52.240882917);91972,342;22,42305583
3169;LINESTRING(5.17619735 52.177923933, 5.1763893 52.1831251, 5.1396341 52.2083787, 5.139306686 52.208465171);21388,365;19,27149523
3170;LINESTRING(5.158932567 52.232246433, 5.1586406 52.2323107, 5.15146 52.2209904, 5.147768012 52.218566762);52347,901;17,16346713
3171;LINESTRING(5.158932567 52.232246433, 5.1586927 52.2323754, 5.1727557 52.2341002, 5.17151675 52.240882917);82877,267;34,66268025
3172;LINESTRING(5.147768012 52.218566762, 5.1501975 52.213661, 5.14263 52.20992, 5.139306686 52.208465171);32559,005;11,9355142
3173;LINESTRING(5.147768012 52.218566762, 5.1429061 52.2202991, 5.1260348 52.2197283, 5.12268714 52.21949566);104380,69;33,01070368
3174;LINESTRING(5.139306686 52.208465171, 5.1347889 52.2069965, 5.1285093 52.2050542, 5.12832755 52.20504445, 5.1281458 52.2050347, 5.1111508 52.2069272, 5.110966167 52.206977567);79,965;0,103526258
3175;LINESTRING(5.213029277 52.249864869, 5.203034929 52.267474594);1147166,983;351,4031351
3176;LINESTRING(5.213029277 52.249864869, 5.21475 52.25182, 5.2240756 52.2568356);489097,431;87,42920261
3177;LINESTRING(5.213029277 52.249864869, 5.214729 52.2476936, 5.2237009 52.241208);1377175,989;251,5706937
3179;LINESTRING(5.17151675 52.240882917, 5.1689519 52.2445184, 5.1633642 52.2575503, 5.16123895 52.2588491);97021,638;37,91321601
3180;LINESTRING(5.12268714 52.21949566, 5.1223668 52.2189862, 5.1109949 52.2070708, 5.110966167 52.206977567);5129,688;1,649910545
3181;LINESTRING(5.12268714 52.21949566, 5.1241115 52.2196008, 5.1241919 52.2588191, 5.127418 52.259320775);3117,251;5,229337651
3182;LINESTRING(5.12268714 52.21949566, 5.1193411 52.2197578, 5.0877549 52.2246218, 5.0859204 52.2252776, 5.0840859 52.2259334, 5.0617107 52.2347839, 5.058076155 52.235045809);111373,975;84,69427427
3183;LINESTRING(5.16123895 52.2588491, 5.164926926 52.269000211);24086,812;3,96145139
3184;LINESTRING(5.16123895 52.2588491, 5.1591137 52.2601479, 5.1481872 52.2597905, 5.147924533 52.2598413);126793,43;20,82195662
3185;LINESTRING(5.110966167 52.206977567, 5.1107528 52.2069347, 5.0224495 52.2044654, 5.021938933 52.2045868);1278,89;0,806895874
3186;LINESTRING(5.127418 52.259320775, 5.1343532 52.2597694, 5.1476896 52.2597994, 5.147924533 52.2598413);98182,517;23,98179297
3187;LINESTRING(5.127418 52.259320775, 5.1261648 52.2595601, 5.1209864 52.2699989, 5.106606322 52.2763128);95739,266;41,45798203
3188;LINESTRING(5.058076155 52.235045809, 5.0577843 52.2357857, 5.0532057 52.2478239, 5.0510734 52.25046555);15704,15;3,691320435
3189;LINESTRING(5.058076155 52.235045809, 5.0542675 52.2341114, 5.0415268 52.230023, 5.039159667 52.229256467);126487,671;27,92423377
3190;LINESTRING(5.147924533 52.2598413, 5.1478968 52.259934, 5.1453743 52.2727446, 5.145402333 52.272817367);31522,955;8,019096483
3191;LINESTRING(5.106606322 52.2763128, 5.1083957 52.2755328, 5.0939062 52.2510654, 5.05333 52.24875, 5.0510734 52.25046555);332,68;0,438146899
3192;LINESTRING(5.106606322 52.2763128, 5.0996547 52.2828258, 5.0836648 52.2911889, 5.074574838 52.291450675);106147,948;51,51751807
3193;LINESTRING(5.0510734 52.25046555, 5.0483698 52.253061, 5.0457375 52.2561842, 5.044572925 52.25819625, 5.0443926 52.2597605, 5.0762868 52.290604, 5.074574838 52.291450675);4472,833;3,603061847
3195;LINESTRING(5.2713147 52.2821933, 5.2530387 52.2617453, 5.254630025 52.264850225, 5.2575465 52.2685863, 5.2628245 52.274493);443,88;0,566933278
3196;LINESTRING(5.2713147 52.2821933, 5.254177589 52.286382011);681368,54;134,9178772
3198;LINESTRING(5.254177589 52.286382011, 5.243715235 52.293674204);683174,379;116,8302353
3199;LINESTRING(5.248526135 52.303430935, 5.243715235 52.293674204);41311,495;9,697234653
3200;LINESTRING(5.248526135 52.303430935, 5.241815878 52.302840172);2045,692;0,224013994
3201;LINESTRING(5.243715235 52.293674204, 5.241815878 52.302840172);326985,773;55,08356838
3202;LINESTRING(5.243715235 52.293674204, 5.2393697 52.2887965);448127,594;47,44391362
3203;LINESTRING(5.241815878 52.302840172, 5.229742769 52.300752523);353637,304;48,92516168
3204;LINESTRING(5.2393697 52.2887965, 5.2394465 52.2919923, 5.2344535 52.294789, 5.229742769 52.300752523);16540,165;5,231147577
3205;LINESTRING(5.2393697 52.2887965, 5.2392187 52.288034, 5.24222 52.27407);447872,892;125,7140752
3206;LINESTRING(5.229742769 52.300752523, 5.222019183 52.291656867);370595,694;69,04681038
3207;LINESTRING(5.24222 52.27407, 5.2043847 52.2685674, 5.206809725 52.2719921);2201,32;1,728204208
3208;LINESTRING(5.24222 52.27407, 5.2423531 52.2740103, 5.2425488 52.27392, 5.2425963 52.273898, 5.2430639 52.2736011, 5.2431517 52.2735186, 5.2432394 52.2734361, 5.24332 52.27336, 5.2434576 52.2732018, 5.2308896 52.2635435, 5.228770643 52.261500057, 5.2240756 52.2568356);473244,35;190,0274414
3209;LINESTRING(5.222019183 52.291656867, 5.2233575 52.2914844, 5.2101496 52.2762659, 5.206809725 52.2719921);2091,542;0,789656101
3210;LINESTRING(5.222019183 52.291656867, 5.2146101 52.2922051, 5.2080901 52.2913908, 5.2077728 52.29134455, 5.2074555 52.2912983, 5.1966562 52.2889257, 5.19602745 52.28881515, 5.1953987 52.2887046, 5.179637 52.2829898, 5.180328057 52.28375091);369396,571;194,2823053
3211;LINESTRING(5.206809725 52.2719921, 5.203034929 52.267474594);4697,775;0,580786389
3212;LINESTRING(5.180328057 52.28375091, 5.1839007 52.28064, 5.2025811 52.2678024, 5.203034929 52.267474594);1142443,632;402,2201607
3213;LINESTRING(5.180328057 52.28375091, 5.18610063 52.278328415);22973,496;2,252028352
3214;LINESTRING(5.180328057 52.28375091, 5.176702467 52.2956462, 5.1456574 52.30611695);31528,953;26,5537493
3215;LINESTRING(5.180328057 52.28375091, 5.1725783 52.2875941, 5.1539994 52.2886363, 5.1509534 52.2892163);1440702,465;464,8061092
3216;LINESTRING(5.203034929 52.267474594, 5.18610063 52.278328415);4967,605;1,706816485
3217;LINESTRING(5.2240756 52.2568356, 5.2446859 52.2543935, 5.24584562 52.25379218);26501,819;5,669151299
3218;LINESTRING(5.18610063 52.278328415, 5.176673437 52.272087825, 5.164926926 52.269000211);27609,028;7,125186227
