Produced;Treated;Amount;tag;colour
POINT (4.88 52.40);POINT (4.73 52.43);182,86;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.32);POINT (5.24 52.30);446,43;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);124,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.73 52.43);22,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.69 52.37);57,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);190,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (5.24 52.30);0,21;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.73 52.43);118,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (5.00 52.50);0,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.70 52.29);3,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.73 52.43);7,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.73 52.43);55,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (5.24 52.30);1,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);4,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (5.24 52.30);4,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (5.24 52.30);1,86;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);2,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.65 52.38);513,878;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.24 52.30);13,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (5.00 52.50);0,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.66 52.47);0,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);143,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);95,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.69 52.37);7,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.00 52.50);2,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.66 52.47);151,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.69 52.37);446,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);42,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);13,72;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.68 52.37);0,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);89,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (5.14 52.22);1,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.65 52.47);0,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.65 52.38);67,304;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.73 52.43);961,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.33);POINT (5.24 52.30);3,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.73 52.43);24,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.69 52.37);513,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.66 52.47);11,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (5.24 52.30);0,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);31,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);170,44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.24 52.30);1,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.68 52.37);2,48;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.73 52.43);130,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.69 52.37);63,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.73 52.43);1906,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.24 52.30);1,17;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.73 52.43);52,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.42);POINT (4.65 52.38);0,53;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (5.24 52.30);10,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.66 52.47);1,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.68 52.37);0,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (5.24 52.30);8,589;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);11,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.41);POINT (4.69 52.37);18,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);15,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.50 52.47);0,873;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.66 52.47);0,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (5.24 52.30);7,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (5.00 52.50);0,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.69 52.37);8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);133,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);1,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (5.24 52.30);9,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.50 52.47);4,704;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.24 52.30);2,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.69 52.37);94,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.73 52.43);297,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.33);POINT (5.24 52.30);5,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.73 52.43);236,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.33);POINT (4.73 52.43);36,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.32);POINT (4.69 52.37);11,22;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.68 52.37);4,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.69 52.37);52,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);14,44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);148,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);25,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.73 52.43);2,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.33);POINT (5.26 52.40);122,464;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.69 52.37);123,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.73 52.43);70,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);10,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.68 52.37);4,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (4.73 52.43);5,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.68 52.37);0,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.32);POINT (4.70 52.29);8,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);6,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.68 52.37);9,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.14 52.22);0,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.69 52.37);82,58;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.73 52.43);316,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.24 52.30);5,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.68 52.37);0,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.40);POINT (5.50 52.47);2,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);30,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.69 52.37);258,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.34);POINT (4.73 52.43);8,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.34);POINT (5.24 52.30);6,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);76,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);174,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.69 52.37);214,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.62 52.27);19,58;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.68 52.37);126,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);41,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);337,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);148,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.00 52.50);3,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.14 52.22);1,86;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.24 52.30);53,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.50 52.47);0,563;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (5.24 52.30);1,526;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.40);POINT (4.76 52.24);21,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.73 52.43);995,72;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.88 52.29);128,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.65 52.38);3,55;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.24 52.30);0,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.68 52.37);0,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.41);POINT (4.69 52.37);2,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);60,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);28,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.00 52.50);0,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.40);POINT (5.24 52.30);1,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.24 52.30);3,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.66 52.47);0,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.68 52.37);2,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);7,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);158,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.73 52.43);20,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);147,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.00 52.50);0,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.68 52.37);0,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.40);POINT (4.69 52.37);5,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.41);POINT (4.69 52.37);177,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.69 52.37);592,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.73 52.43);670,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.68 52.37);0,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);3,44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.24 52.30);2,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.85 52.42);54,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.00 52.50);0,01;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.79 52.50);562,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.39);POINT (4.69 52.37);17,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.39);POINT (4.73 52.43);75,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.32);POINT (5.24 52.30);41,83;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.34);POINT (4.69 52.37);10,94;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);264,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.69 52.37);5,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.73 52.43);3,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (5.24 52.30);1,61;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.40);POINT (4.73 52.43);0,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.73 52.43);46,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.69 52.37);23,44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.73 52.43);1242,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (5.14 52.22);0,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.34);POINT (4.69 52.37);8,48;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.41);POINT (4.69 52.37);26,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.41);POINT (4.73 52.43);1208,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.41);POINT (5.24 52.30);15,93;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.50 52.47);0,828;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.68 52.37);0,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.69 52.37);36,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.73 52.43);67,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (5.24 52.30);0,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.65 52.38);0,84;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.69 52.37);65,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.73 52.43);11,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.34);POINT (5.24 52.30);3,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.24 52.30);0,25;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.00 52.50);3,44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.37);POINT (4.69 52.37);204,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (5.00 52.50);0,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.34);POINT (5.24 52.30);34,21;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.36);POINT (4.73 52.43);266,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (4.73 52.43);62,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.89 52.35);POINT (5.24 52.30);0,3;Waste treated in the metropolitan region;rgb(106,193,166)
